pulse_7_5r54, C2H2, C2H2, H, H, H, H, H, H, 
Densities, 17.30020389192336, 0.5307580588306363, 0.6239451592611213, 0.6885255288781179, 0.4083503461714042, 0.6868030513811698, 0.3946898589872653, 
Time[fs], 33.000000, 33.000000, 33.000000, 33.000000, 33.000000, 33.000000, 33.000000, 
pulse_7_5r28, CH2, C3H2, H, H, H, H, H, H, 
Densities, 5.199393102670391, 12.59938675734723, 0.3262861773139869, 0.3515339480177235, 0.4558739219078382, 0.4186512264078879, 0.318961606584251, 0.4110730560071688, 
Time[fs], 98.000000, 98.000000, 41.500000, 73.500000, 53.000000, 55.500000, 69.000000, 40.000000, 
pulse_7_5r55, C2H2, C2H, H, H, H, H, H, H, H, 
Densities, 8.876137218524878, 8.121213845631587, 0.2003044413540693, 0.3518699376512512, 0.5218579627863058, 0.3675683749837796, 0.5065345368012424, 0.7539392016129843, 0.4010281241810437, 
Time[fs], 120.000000, 120.000000, 39.500000, 78.000000, 55.000000, 54.500000, 90.500000, 120.000000, 43.500000, 
pulse_7_5r72, CH2, C2H2, CH2, H, H, H, H, 
Densities, 5.072223384767589, 8.788053664379333, 5.121882141673361, 0.352765217383825, 0.3047406979078017, 0.2501268793176508, 0.3875437914254152, 
Time[fs], 120.000000, 120.000000, 120.000000, 42.500000, 55.000000, 58.500000, 40.500000, 
pulse_7_5r61, C4H4, H, H, H, H, H, H, 
Densities, 17.85640090881259, 0.3947479839069452, 0.5818215359153631, 0.4416434453829476, 0.2823682617371128, 0.5052658317205657, 0.2340332630556537, 
Time[fs], 120.000000, 99.500000, 47.000000, 58.000000, 59.000000, 120.000000, 43.500000, 
pulse_7_5r0_test, CH2, C3H4, H, H, H, H, 
Densities, 5.012320131045412, 14.15670701440885, 0.3074159094138402, 0.2663122356948995, 0.289266868304331, 0.3856718559262248, 
Time[fs], 120.000000, 120.000000, 45.000000, 59.000000, 64.000000, 47.500000, 
pulse_7_5r16, C2H, C2H, H, H, H, H, H, H, H, H, 
Densities, 8.175508256406344, 8.066989073210744, 0.8752028576666613, 0.2115937741947573, 0.5071417877417045, 0.3379051395463905, 0.3279870353270084, 0.5736682705858086, 0.8005546918314072, 0.202693917881953, 
Time[fs], 120.000000, 120.000000, 120.000000, 40.000000, 120.000000, 57.000000, 56.500000, 84.000000, 120.000000, 42.500000, 
pulse_7_5r74, C4H2, H, H, H, H, H, H, H, H, 
Densities, 16.33827288357032, 0.4182963395197231, 0.3651890570061767, 0.5748460948841468, 0.2748850062920948, 0.4629955398520192, 0.3708336589676599, 0.7808901272777556, 0.4386559599537801, 
Time[fs], 94.500000, 80.000000, 40.500000, 77.000000, 54.000000, 51.500000, 69.000000, 94.500000, 42.000000, 
pulse_7_5r69, CH2, C3H3, H, H, H, H, H, 
Densities, 5.072039945210422, 13.03977109617484, 0.3830100811933195, 0.4552606476214587, 0.3991477846106252, 0.3726215091942684, 0.5202241276174009, 
Time[fs], 95.000000, 95.000000, 40.500000, 58.000000, 53.000000, 72.500000, 46.500000, 
pulse_7_5r76, C2H2, C2H2, H, H, H, H, H, H, 
Densities, 8.909516113049579, 8.90548809292912, 0.5596536268125379, 0.4847371218385524, 0.1647664339562071, 0.2087458861740644, 0.6993273333024302, 0.5245817221458325, 
Time[fs], 120.000000, 120.000000, 120.000000, 43.000000, 58.500000, 63.000000, 120.000000, 47.000000, 
pulse_7_5r38, C3H4, CH2, H, H, H, H, 
Densities, 14.07362358434395, 5.09532545110399, 0.1338241817885494, 0.1851623542463748, 0.4022980261349025, 0.4804802555060504, 
Time[fs], 120.000000, 120.000000, 40.000000, 60.000000, 75.500000, 46.000000, 
pulse_7_5r18, C2H2, C2H3, H, H, H, H, H, 
Densities, 8.792466975165285, 9.19910465396625, 0.6769923717727485, 0.46241164333433, 0.4102790592997945, 0.3182945281113755, 0.3802515497662529, 
Time[fs], 120.000000, 120.000000, 120.000000, 44.500000, 53.000000, 55.500000, 43.000000, 
pulse_7_5r88, CH2, C2H2, CH2, H, H, H, H, 
Densities, 4.955656459696145, 9.041063998943223, 5.17103651634037, 0.3221642817943715, 0.4366545943836859, 0.2251664571872741, 0.1985539464979134, 
Time[fs], 120.000000, 120.000000, 120.000000, 47.500000, 60.500000, 64.500000, 43.000000, 
pulse_7_5r73, C3H4, CH2, H, H, H, H, 
Densities, 14.10635664414239, 4.991061887442171, 0.4124747628412719, 0.337269495682315, 0.263241301532791, 0.3358820142171044, 
Time[fs], 120.000000, 120.000000, 43.000000, 59.500000, 59.000000, 47.000000, 
pulse_7_5r47, CH2, C2H, CH, H, H, H, H, H, H, 
Densities, 5.131866068974479, 8.0872555860368, 4.272786567287794, 0.4936933328436191, 0.467405940170624, 0.3046371839639255, 0.4088489649229236, 0.8875282503577369, 0.3057958916392378, 
Time[fs], 120.000000, 120.000000, 120.000000, 43.000000, 98.000000, 64.000000, 55.500000, 120.000000, 50.500000, 
pulse_7_5r86, CH2, C3H3, H, H, H, H, H, 
Densities, 5.085356216972404, 13.13914986334245, 0.3315985331650198, 0.3178451129472086, 0.3711859153476848, 0.6044101751090695, 0.3585878022220838, 
Time[fs], 120.000000, 120.000000, 43.500000, 54.000000, 57.500000, 96.000000, 41.500000, 
pulse_7_5r7, CH2, C2H, CH2, H, H, H, H, H, 
Densities, 5.195059007691472, 7.95517693908395, 4.8780618315341, 0.3864685167819832, 0.331868911463127, 0.5316603782303323, 0.3666245042695039, 0.4718299680169928, 
Time[fs], 120.000000, 120.000000, 120.000000, 40.000000, 55.000000, 55.000000, 103.000000, 43.000000, 
pulse_7_5r64, C3H4, CH2, H, H, H, H, 
Densities, 14.02234256980458, 5.026002625656059, 0.4395184126328522, 0.4128000833122346, 0.2264655586324868, 0.2649360161321279, 
Time[fs], 120.000000, 120.000000, 41.000000, 58.000000, 56.500000, 51.000000, 
pulse_7_5r75, C2H3, C2H3, H, H, H, H, 
Densities, 9.613258004048243, 9.538355037899427, 0.4344851325598044, 0.3110017630929308, 0.2564815778663083, 0.254972375542005, 
Time[fs], 120.000000, 120.000000, 45.500000, 64.000000, 56.000000, 42.500000, 
pulse_7_5r79, C2H, C2, H, H, H, H, H, H, H, H, H, 
Densities, 8.103151323173263, 7.620829585717265, 0.6882350681017317, 0.5580113711539366, 0.5765725590638515, 0.1250075159818445, 0.4119747482341583, 0.4426123085347633, 0.6914319358407374, 0.3636419062652904, 0.3096146150453555, 
Time[fs], 96.000000, 96.000000, 96.000000, 41.500000, 87.000000, 50.000000, 54.000000, 71.000000, 96.000000, 70.500000, 39.000000, 
pulse_7_5r53, C2H2, C2H3, H, H, H, H, H, 
Densities, 8.842504277978797, 9.439606844834806, 0.7458423461267585, 0.4033832401818264, 0.3099525973163973, 0.3331833313399, 0.2404365873356644, 
Time[fs], 120.000000, 120.000000, 120.000000, 42.500000, 56.500000, 55.500000, 42.500000, 
pulse_7_5r34, C4H6, H, H, H, H, 
Densities, 19.17089913389541, 0.4736610777004581, 0.2173811383872252, 0.2235793603034852, 0.3652593772090502, 
Time[fs], 120.000000, 48.000000, 57.500000, 64.000000, 47.500000, 
pulse_7_5r67, C2H, C2H2, H, H, H, H, H, H, H, 
Densities, 7.861429198824473, 8.76107091783388, 0.9035180857968595, 0.3265227708710082, 0.3447212237614312, 0.4807379268224778, 0.2082257469211956, 0.7212238841340993, 0.5579398320194172, 
Time[fs], 120.000000, 120.000000, 120.000000, 40.000000, 70.500000, 57.500000, 54.000000, 120.000000, 44.500000, 
pulse_7_5r14, CH2, C2H, CH2, H, H, H, H, H, 
Densities, 5.158754361820142, 8.061797304554757, 4.976733462116282, 0.4436906961604888, 0.4487718895795381, 0.2620360276601362, 0.3957874061166646, 0.4493618101587369, 
Time[fs], 120.000000, 120.000000, 120.000000, 41.000000, 54.500000, 61.500000, 89.000000, 44.000000, 
pulse_7_5r68, C2H2, C2H3, H, H, H, H, H, 
Densities, 8.968017380235814, 9.511246611337173, 0.3193455158235411, 0.4324723066354526, 0.420511781582491, 0.3547730011414605, 0.1724124791025437, 
Time[fs], 120.000000, 120.000000, 40.500000, 83.500000, 59.000000, 63.000000, 40.500000, 
pulse_7_5r33, CH2, C2, CH2, H, H, H, H, H, H, 
Densities, 5.230046578232757, 7.529447299830023, 5.266911621956996, 0.4985375330754439, 0.5147195361600679, 0.2534070662138689, 0.3027521588109529, 0.3995710440506242, 0.3087895262012809, 
Time[fs], 120.000000, 120.000000, 120.000000, 43.000000, 93.500000, 66.000000, 55.500000, 91.500000, 46.500000, 
pulse_7_5r80, CH2, C3H3, H, H, H, H, H, 
Densities, 5.031707906013494, 13.1587125055996, 0.5071500708343983, 0.3872989588433071, 0.3985892659182855, 0.5571360491717495, 0.2387155852730857, 
Time[fs], 120.000000, 120.000000, 43.000000, 57.500000, 56.000000, 120.000000, 40.000000, 
pulse_7_5r71, C2H3, C2H, H, H, H, H, H, H, 
Densities, 9.433804521820885, 7.839471527110262, 0.4946039435558127, 0.2786228021410357, 0.2883335282638698, 0.7940435625333845, 0.8236856672817413, 0.3572306165868016, 
Time[fs], 120.000000, 120.000000, 42.500000, 59.000000, 59.000000, 120.000000, 120.000000, 43.000000, 
pulse_7_5r77, C3H2, CH2, H, H, H, H, H, H, 
Densities, 12.45952318926352, 4.950072068351124, 0.8327572749287628, 0.4522029671289461, 0.3185256411167783, 0.2850140819634066, 0.4711420736320877, 0.53956668028999, 
Time[fs], 120.000000, 120.000000, 120.000000, 42.000000, 120.000000, 59.000000, 54.500000, 46.000000, 
pulse_7_5r22, C4H3, H, H, H, H, H, H, H, 
Densities, 16.95854304366468, 0.2053161491612675, 0.586007779672453, 0.4298534361032597, 0.5020565434599058, 0.4416567773350044, 0.5033808337374638, 0.3234588894275053, 
Time[fs], 120.000000, 38.500000, 90.000000, 51.500000, 54.000000, 70.000000, 91.000000, 41.500000, 
pulse_7_5r5, C4H2, H, H, H, H, H, H, H, H, 
Densities, 16.43251056579681, 0.7485343435693563, 0.3602975948909657, 0.2040411314233524, 0.388954655167169, 0.3089490348601369, 0.5595609384778795, 0.503672113239681, 0.5285793389932163, 
Time[fs], 96.000000, 96.000000, 70.000000, 40.000000, 70.500000, 51.500000, 50.500000, 86.000000, 43.500000, 
pulse_7_5r56, C2H3, C2H4, H, H, H, 
Densities, 9.51179247569409, 10.28254467329832, 0.2618644582033208, 0.1059668823485243, 0.4498299442745251, 
Time[fs], 120.000000, 120.000000, 48.500000, 54.500000, 47.000000, 
pulse_7_5r31, CH2, C3H4, H, H, H, H, 
Densities, 5.045866198815163, 14.08506851671214, 0.3016325991261625, 0.1978648442512388, 0.2719724195036517, 0.3664973211730604, 
Time[fs], 120.000000, 120.000000, 44.500000, 56.000000, 57.000000, 44.000000, 
pulse_7_5r65, C2H3, C2H3, H, H, H, H, 
Densities, 9.620804183300615, 9.565023542724472, 0.2393105106151592, 0.4535114226112513, 0.3646872086933834, 0.2148999222303512, 
Time[fs], 120.000000, 120.000000, 42.500000, 69.500000, 69.500000, 47.500000, 
pulse_7_5r87, CH2, C3H3, H, H, H, H, H, 
Densities, 5.007560848030283, 13.13008185362521, 0.1470488789284464, 0.4418107791568403, 0.5494686484088093, 0.5952179678247527, 0.1686256346096555, 
Time[fs], 101.500000, 101.500000, 39.500000, 52.000000, 56.500000, 75.500000, 41.000000, 
pulse_7_5r36, C2H, C2H, H, H, H, H, H, H, H, H, 
Densities, 8.030434289246079, 8.112033897700901, 0.860990172335404, 0.3432739739801647, 0.4535070679507708, 0.4414106420913765, 0.194210959915552, 0.4983669876250875, 0.7990551953451963, 0.5093624107761779, 
Time[fs], 120.000000, 120.000000, 120.000000, 42.500000, 99.500000, 56.000000, 54.000000, 89.500000, 120.000000, 45.000000, 
pulse_7_5r58, C2H3, C2H3, H, H, H, H, 
Densities, 9.721738926717167, 9.609948508172936, 0.3839177984333845, 0.439486413464047, 0.2336572400118631, 0.221027938677449, 
Time[fs], 120.000000, 120.000000, 46.500000, 97.500000, 61.000000, 49.500000, 
pulse_7_5r2, C4H3, H, H, H, H, H, H, H, 
Densities, 17.06836458451665, 0.2414501279821431, 0.5717019775210177, 0.5676306058768277, 0.4625177779581868, 0.3472265246777936, 0.4984817768652433, 0.2809171027723569, 
Time[fs], 120.000000, 40.000000, 112.500000, 55.000000, 58.000000, 71.500000, 87.000000, 39.500000, 
pulse_7_5r23, C4H6, H, H, H, H, 
Densities, 19.45357033001066, 0.3235189965091071, 0.2352075774913958, 0.1554264721864622, 0.2591241617867714, 
Time[fs], 120.000000, 40.500000, 80.000000, 57.500000, 50.000000, 
pulse_7_5r60, CH2, C3H2, H, H, H, H, H, H, 
Densities, 5.219040101612497, 12.56505737521119, 0.4731302510024825, 0.6694170551950371, 0.2212472311985568, 0.3366010053987742, 0.385473433265992, 0.3170688223806679, 
Time[fs], 95.000000, 95.000000, 41.000000, 95.000000, 58.500000, 52.000000, 71.500000, 42.000000, 
pulse_7_5r30, C2H3, C2H2, H, H, H, H, H, 
Densities, 9.782748074387086, 8.910971268395244, 0.3351576108696447, 0.2634973951687412, 0.2928296733672681, 0.5968764580118435, 0.1135579263743729, 
Time[fs], 120.000000, 120.000000, 41.000000, 61.000000, 77.000000, 120.000000, 40.500000, 
pulse_7_5r89, C2H3, C2H3, H, H, H, H, 
Densities, 9.428427173852478, 9.755243674159622, 0.4095218388229543, 0.1388058804029488, 0.3560236350251416, 0.2850400773977066, 
Time[fs], 120.000000, 120.000000, 44.000000, 61.000000, 59.500000, 42.500000, 
pulse_7_5r32, C4H4, H, H, H, H, H, H, 
Densities, 17.71576960491429, 0.4849369984133734, 0.2889988181001726, 0.2767914041492482, 0.4463271200262359, 0.6778893504251248, 0.3822062148645268, 
Time[fs], 101.500000, 43.500000, 60.000000, 56.000000, 75.500000, 101.500000, 44.000000, 
pulse_7_5r40, CH2, C3H2, H, H, H, H, H, H, 
Densities, 5.083304478322419, 12.67661131079307, 0.3978797357438044, 0.4652495993006577, 0.3855625023724594, 0.3888840760678419, 0.5750939898242735, 0.1820799284873917, 
Time[fs], 120.000000, 120.000000, 40.500000, 94.500000, 55.000000, 55.500000, 116.500000, 40.000000, 
pulse_7_5r6, CH, C3H4, H, H, H, H, H, 
Densities, 4.303600082436329, 14.11725963148228, 0.2654761256609594, 0.3043575509767978, 0.2597925820782861, 0.4518430059455002, 0.45441892227929, 
Time[fs], 120.000000, 120.000000, 102.000000, 39.000000, 58.000000, 53.000000, 43.500000, 
pulse_7_5r49, C4H, H, H, H, H, H, H, H, H, H, 
Densities, 15.69426583735361, 0.5064621128657185, 0.2968102645186242, 0.4327921033941113, 0.5354154442180082, 0.4668373376960356, 0.3686886465528246, 0.7295003518982494, 0.5722627315610186, 0.3540514301918934, 
Time[fs], 87.500000, 86.500000, 38.500000, 74.000000, 50.000000, 52.500000, 64.500000, 87.500000, 81.500000, 39.500000, 
pulse_7_5r3, CH2, C3H2, H, H, H, H, H, H, 
Densities, 5.226147574874299, 12.54142869771359, 0.244077114478355, 0.4649328058834246, 0.3596443732006998, 0.4500940216038289, 0.4145123059688293, 0.5315476136498857, 
Time[fs], 119.000000, 119.000000, 40.000000, 91.500000, 59.500000, 58.000000, 82.000000, 47.000000, 
pulse_7_5r78, C2H2, C2H3, H, H, H, H, H, 
Densities, 8.871464799249795, 9.550548506946672, 0.4781088541248782, 0.256150018912645, 0.4492889113048401, 0.2576666941527044, 0.3441103465048827, 
Time[fs], 120.000000, 120.000000, 107.000000, 39.000000, 57.000000, 55.500000, 42.000000, 
pulse_7_5r63, C3H4, CH2, H, H, H, H, 
Densities, 13.938530849312, 5.176147512348409, 0.3981495436324796, 0.3753681616601853, 0.1322115681899318, 0.4651819897592021, 
Time[fs], 120.000000, 120.000000, 43.500000, 58.500000, 62.500000, 45.500000, 
pulse_7_5r51, CH2, C3H2, H, H, H, H, H, H, 
Densities, 5.154513731371825, 12.62843653778657, 0.4237397597587914, 0.5436915199219471, 0.2723169207005002, 0.4614940843768749, 0.4588600739964873, 0.1844304317468794, 
Time[fs], 108.500000, 108.500000, 43.500000, 90.500000, 52.500000, 59.000000, 78.000000, 42.000000, 
pulse_7_5r11, C2H3, C2H3, H, H, H, H, 
Densities, 9.607791286727238, 9.647713472270183, 0.1934405508377957, 0.3498445915916489, 0.3345689361658541, 0.1270971965746326, 
Time[fs], 120.000000, 120.000000, 41.000000, 72.000000, 69.500000, 41.500000, 
pulse_7_5r25, C3H2, CH2, H, H, H, H, H, H, 
Densities, 12.66956528392366, 5.222143286719629, 0.5422901305264506, 0.6562338928529847, 0.196124719711136, 0.2285463791757957, 0.2822951917876575, 0.4862922871798733, 
Time[fs], 120.000000, 120.000000, 42.000000, 120.000000, 58.000000, 56.500000, 120.000000, 45.500000, 
pulse_7_5r81, CH2, C3H, H, H, H, H, H, H, H, 
Densities, 5.183799234172157, 11.97406003227047, 0.4878901136422975, 0.3926724643337685, 0.426368211968529, 0.427882789768073, 0.5934101683728644, 0.3433061146539688, 0.3926803188345126, 
Time[fs], 102.500000, 102.500000, 43.500000, 77.500000, 56.500000, 55.500000, 102.500000, 102.500000, 40.500000, 
pulse_7_5r12, C2H2, C2H3, H, H, H, H, H, 
Densities, 8.892425486628161, 9.516491820018635, 0.4595224960410741, 0.3190349733833844, 0.2173854630629506, 0.4291241721735273, 0.2896953234748213, 
Time[fs], 120.000000, 120.000000, 120.000000, 39.500000, 56.500000, 52.000000, 41.500000, 
pulse_7_5r17, C4H5, H, H, H, H, H, 
Densities, 18.3351304593459, 0.4282279267583514, 0.8673971766341885, 0.1977923679028739, 0.2024773415611322, 0.4913228452523672, 
Time[fs], 120.000000, 43.500000, 120.000000, 74.500000, 59.500000, 46.500000, 
pulse_7_5r9, C2H2, C2H3, H, H, H, H, H, 
Densities, 8.843596252764536, 9.514574505659629, 0.7829570290287092, 0.4521252576343828, 0.3969512064208247, 0.194093020206887, 0.2854328237039309, 
Time[fs], 120.000000, 120.000000, 120.000000, 51.500000, 69.500000, 61.000000, 39.500000, 
pulse_7_5r19, CH2, C3H, H, H, H, H, H, H, H, 
Densities, 5.083663140052574, 11.8210612749496, 0.358684264731502, 0.5019567571139673, 0.3763789304007608, 0.2554579020307945, 0.6106485834605637, 0.9209491512366377, 0.2863263634540906, 
Time[fs], 120.000000, 120.000000, 44.000000, 112.500000, 60.000000, 57.500000, 120.000000, 120.000000, 42.000000, 
pulse_7_5r41, C3H4, CH2, H, H, H, H, 
Densities, 13.92206808554967, 5.033781382320634, 0.3202861565011642, 0.1947330377606589, 0.4320153904502465, 0.4371202209000605, 
Time[fs], 120.000000, 120.000000, 40.000000, 56.500000, 57.000000, 49.500000, 
pulse_7_5r46, C2H2, C2H, H, H, H, H, H, H, H, 
