C2H2_run, N[0], N[1], C[2], C[3], C[4], C[5], H[6], H[7], H[8], H[9], Xx[10],
Time[fs], 10.0
Densities, 4.588101477816, 4.588101477816, 3.641733261657, 3.641733261657, 3.585738061630, 3.585738061630, 0.377626623948, 0.377626623948, 0.335200183110, 0.335200183110, 0.000000000000,
Density Sum, 25.056799216322
# Grid-integrated electrons (sanity check): 25.057722091675
