C2H2_run, N[0], N[1], C[2], C[3], C[4], C[5], H[6], H[7], H[8], H[9], Xx[10],
Time[fs], 10.0
Densities, 4.693731449901, 4.693731449901, 3.614540391245, 3.614540391245, 3.616371455663, 3.616371455663, 0.323082980964, 0.323082980964, 0.270864587955, 0.270864587955, 0.000000000
000,
Density Sum, 25.037181731457
# Grid-integrated electrons (sanity check): 25.038089752197
