r34, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 16.41688197457611, 0.2942805758682908, 0.3571145847585507, 0.4116206556411895, 0.4232048126345938, 0.4224593996928305, 0.4529128040158567,
Time[fs], 80.500000, 50.000000, 80.500000, 55.500000, 43.000000, 80.500000, 43.500000,
Density Sum, 18.77847480718743
X Velocity[A/fs], 0.00131032, -0.344394, 0.00754786, 0.297226, -0.373354, 0.0109417, 0.389707,
Y Velocity[A/fs],0.00176294, 0.0707577, -0.132885, 0.017465, -0.032141, -0.140357, -0.0140853,
Z Velocity[A/fs],-0.00137233, 0.222686, -0.100235, 0.255539, -0.269317, 0.170553, -0.236739,
Speed[A/fs],0.00259002, 0.416176, 0.166621, 0.392363, 0.461474, 0.221152, 0.456196,

r23, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 18.56005945996403, 0.3098012708330553, 0.2202379666170565, 0.1078250500387649, 0.1481465505157416,
Time[fs], 80.000000, 59.500000, 57.000000, 60.000000, 58.500000,
Density Sum, 19.34607029796865
X Velocity[A/fs], -8.84753e-05, -0.258275, 0.287607, -0.256264, 0.231542,
Y Velocity[A/fs],-0.00605606, 0.0104126, -0.00498685, 0.00306851, -0.01913,
Z Velocity[A/fs],0.00149172, 0.151019, 0.17314, -0.25179, -0.26726,
Speed[A/fs],0.0062377, 0.299368, 0.335738, 0.359275, 0.354127,

r33, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 17.5848470242848, 0.4589061484312612, 0.2762466668242888, 0.3503077807919611, 0.5060605835229518,
Time[fs], 120.000000, 55.500000, 54.000000, 53.500000, 54.500000,
Density Sum, 19.17636820385526
X Velocity[A/fs], -0.00274797, -0.305682, 0.347166, -0.327726, 0.290698,
Y Velocity[A/fs],0.00372784, -0.0105333, 0.0107662, 0.0181158, -0.00714902,
Z Velocity[A/fs],-0.00304805, 0.229194, 0.206613, -0.233622, -0.261397,
Speed[A/fs],0.00554425, 0.382207, 0.40414, 0.40288, 0.391005,

r47, C4H2[0][1][2][3][9][10], H[4], H[5], H[6], H[7], H[8], H[11],
Densities, 16.24322060758574, 0.3676286359744446, 0.6138377498367739, 0.7713972715713066, 0.4092784910358361, 0.3452628632309786, 0.2644906910040253,
Time[fs], 120.000000, 57.000000, 120.000000, 120.000000, 55.500000, 52.500000, 48.500000,
Density Sum, 19.0151163102391
X Velocity[A/fs], 0.00359829, -0.303984, 0.0400002, 0.0232841, 0.324536, -0.32284, 0.348207,
Y Velocity[A/fs],-0.000176857, -0.020251, 0.0305613, -0.0285457, -0.0318838, 0.0191996, 0.0463796,
Z Velocity[A/fs],0.00103382, 0.238535, 0.00952602, -0.0102221, 0.184861, -0.259259, -0.288819,
Speed[A/fs],0.00374803, 0.386931, 0.0512323, 0.0382295, 0.374852, 0.414499, 0.454769,

r17, C4H3[0][1][2][3][5][6][10], H[4], H[7], H[8], H[9], H[11],
Densities, 17.05509197846943, 0.4248439154651485, 0.3954726236366429, 0.474198360261034, 0.313103749956379, 0.5088457065755784,
Time[fs], 87.000000, 50.500000, 53.500000, 60.000000, 87.000000, 54.500000,
Density Sum, 19.17155633436421
X Velocity[A/fs], 0.00664148, -0.334671, 0.319039, -0.255256, -0.0166966, 0.282179,
Y Velocity[A/fs],-0.00482779, -0.0322716, 0.000837582, 0.0571466, 0.092742, 0.0152295,
Z Velocity[A/fs],-0.00073734, 0.222696, 0.227916, -0.231536, 0.0185404, -0.22994,
Speed[A/fs],0.00824381, 0.403286, 0.392087, 0.349328, 0.0960395, 0.36432,

r21, C4H3[0][1][2][3][5][9][10], H[4], H[6], H[7], H[8], H[11],
Densities, 17.12179334433099, 0.4260343623498728, 0.2831552135926104, 0.4213200987839508, 0.3250788345064132, 0.3276848611369928,
Time[fs], 72.500000, 54.500000, 72.500000, 51.500000, 44.000000, 45.500000,
Density Sum, 18.90506671470084
X Velocity[A/fs], 0.00196946, -0.275168, -0.0171236, 0.245816, -0.377965, 0.38636,
Y Velocity[A/fs],-0.000839069, 0.0671679, -0.206849, 0.0302091, -0.0483456, -0.0351973,
Z Velocity[A/fs],0.00576515, 0.230252, -0.0699278, 0.28746, -0.236372, -0.172077,
Speed[A/fs],0.00614978, 0.365027, 0.21902, 0.379435, 0.448404, 0.424409,

r8, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 17.64104809419381, 0.499455312930041, 0.1502770807255482, 0.4321627463303319, 0.4657001440605626,
Time[fs], 78.000000, 54.500000, 56.500000, 61.500000, 53.500000,
Density Sum, 19.1886433782403
X Velocity[A/fs], -0.0025597, -0.296177, 0.331149, -0.23778, 0.27573,
Y Velocity[A/fs],0.0109025, 0.0142282, -0.0168052, -0.00117331, 0.0242607,
Z Velocity[A/fs],-4.54513e-05, 0.17265, 0.169919, -0.22345, -0.261491,
Speed[A/fs],0.0111991, 0.34312, 0.372578, 0.326299, 0.38078,

r45, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 17.97266113021616, 0.3629852148089098, 0.2168773193361168, 0.4004997846496388, 0.2728751560831896,
Time[fs], 74.500000, 55.000000, 58.000000, 52.000000, 61.000000,
Density Sum, 19.22589860509401
X Velocity[A/fs], -5.40703e-05, -0.29003, 0.278442, -0.276287, 0.268436,
Y Velocity[A/fs],0.00128146, -0.0171694, -0.00935488, -0.00606016, -0.0179365,
Z Velocity[A/fs],-0.00716009, 0.185295, 0.235317, -0.269691, -0.166423,
Speed[A/fs],0.00727406, 0.344596, 0.36468, 0.386141, 0.316348,

r59, C4H2[0][1][2][3][5][10], H[4], H[6], H[7], H[8], H[9], H[11],
Densities, 16.52392495998542, 0.4200854637071669, 0.386140337997574, 0.3580434284406995, 0.3562838502266366, 0.3875887690337609, 0.4063945216271987,
Time[fs], 112.000000, 54.000000, 85.500000, 56.500000, 45.000000, 85.500000, 52.500000,
Density Sum, 18.83846133101845
X Velocity[A/fs], 0.00113536, -0.330935, 0.0186155, 0.287528, -0.37456, -0.0313499, 0.354857,
Y Velocity[A/fs],0.0048255, -0.0432102, -0.135708, -0.0751033, 0.0111651, 0.193785, 0.045597,
Z Velocity[A/fs],0.001531, 0.184329, -0.22265, 0.276518, -0.281252, 0.19072, -0.152733,
Speed[A/fs],0.0051883, 0.381264, 0.261412, 0.405925, 0.468532, 0.273696, 0.389011,

r27, C4H3[0][1][2][3][5][9][6], H[4], H[7], H[8], H[10], H[11],
Densities, 16.60964048370777, 0.4344443733484336, 0.3196420965775592, 0.4648352031931873, 0.8075302606291918, 0.4001275625474336,
Time[fs], 120.000000, 57.500000, 59.000000, 51.500000, 120.000000, 53.000000,
Density Sum, 19.03621998000358
X Velocity[A/fs], -0.00433848, -0.302825, 0.331233, -0.329862, 0.0203126, 0.315799,
Y Velocity[A/fs],0.00271053, -0.0310743, 0.0187125, 0.0405828, 0.0057467, -0.011399,
Z Velocity[A/fs],0.00913497, 0.221882, 0.201016, -0.245452, 0.0017264, -0.28154,
Speed[A/fs],0.0104698, 0.376696, 0.387908, 0.413162, 0.0211803, 0.42323,

r26, C4H3[0][1][2][3][9][6][10], H[4], H[5], H[7], H[8], H[11],
Densities, 16.8421719121785, 0.2683189946714238, 0.5360768289742925, 0.4365112065822749, 0.2541965623145796, 0.5161540105040708,
Time[fs], 71.500000, 51.500000, 71.500000, 54.000000, 43.000000, 44.000000,
Density Sum, 18.85342951522514
X Velocity[A/fs], 0.000955762, -0.246251, 0.0146439, 0.285489, -0.410915, 0.36983,
Y Velocity[A/fs],-0.0102572, -0.0547492, 0.182434, -0.0613482, 0.0655718, 0.0608104,
Z Velocity[A/fs],-0.00437893, 0.300026, -0.11494, 0.217485, -0.179118, -0.206302,
Speed[A/fs],0.0111937, 0.391985, 0.21612, 0.364098, 0.453028, 0.427823,

r3, C4H3[0][1][2][3][5][9][6], H[4], H[7], H[8], H[10], H[11],
Densities, 16.81204453034038, 0.5081595491218747, 0.3715869149631698, 0.4047239639076451, 0.5757769620568307, 0.5933069917247716,
Time[fs], 82.000000, 56.000000, 56.000000, 59.000000, 82.000000, 54.500000,
Density Sum, 19.26559891211467
X Velocity[A/fs], -0.00912006, -0.302494, 0.294567, -0.253837, 0.00846199, 0.275488,
Y Velocity[A/fs],0.00178238, -0.0152024, -0.0110548, 0.00976987, -0.0709799, -0.00464039,
Z Velocity[A/fs],0.000428819, 0.166552, 0.225692, -0.255399, 0.0186124, -0.206921,
Speed[A/fs],0.00930249, 0.345649, 0.371253, 0.360219, 0.0738659, 0.344575,

r2, C4H3[0][1][2][3][5][6][10], H[4], H[7], H[8], H[9], H[11],
Densities, 16.73920952289629, 0.406219498066432, 0.1761272808254472, 0.5571073513313658, 0.7146972409348461, 0.2630150724590068,
Time[fs], 77.500000, 51.500000, 56.500000, 41.000000, 77.500000, 44.000000,
Density Sum, 18.85637596651338
X Velocity[A/fs], -0.00334138, -0.33583, 0.261333, -0.384748, -0.010214, 0.424798,
Y Velocity[A/fs],0.000755175, 0.00864351, 0.0314731, -0.00290253, 0.0256585, -0.0343244,
Z Velocity[A/fs],-0.00412446, 0.177481, 0.291998, -0.245152, -0.00747206, -0.203538,
Speed[A/fs],0.00536156, 0.379942, 0.393126, 0.456223, 0.0286097, 0.472291,

r42, C4H3[0][1][2][3][5][9][10], H[4], H[6], H[7], H[8], H[11],
Densities, 17.00530646766934, 0.4251926144653307, 0.4828019104370815, 0.4494026721399059, 0.2400937939744006, 0.3918968246572437,
Time[fs], 120.000000, 59.000000, 75.000000, 57.500000, 45.000000, 46.000000,
Density Sum, 18.99469428334331
X Velocity[A/fs], 0.002904, -0.299685, 0.0473635, 0.310087, -0.377976, 0.366538,
Y Velocity[A/fs],-0.00110062, 0.0175375, -0.262435, 0.0156951, 0.011781, -0.00190445,
Z Velocity[A/fs],0.000839811, 0.211393, -0.116749, 0.212487, -0.309024, -0.29081,
Speed[A/fs],0.00321712, 0.367159, 0.291111, 0.376232, 0.488365, 0.467894,

r32, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 17.31522667120376, 0.453486156295172, 0.7315685287575916, 0.2445246609753564, 0.4511238374728867,
Time[fs], 120.000000, 62.500000, 120.000000, 48.000000, 47.500000,
Density Sum, 19.19592985470477
X Velocity[A/fs], 0.00256139, -0.277802, -0.0546261, -0.363043, 0.368148,
Y Velocity[A/fs],0.000565455, 0.00316733, -0.0184369, 0.0193773, -0.0186712,
Z Velocity[A/fs],-0.00598929, 0.228483, 0.0418602, -0.301675, -0.255757,
Speed[A/fs],0.00653851, 0.359707, 0.0712475, 0.472423, 0.448657,

r48, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 17.49293665504057, 0.4939974454740398, 0.3712635517310324, 0.3907140322103428, 0.333576596254934,
Time[fs], 120.000000, 53.000000, 52.500000, 54.000000, 49.000000,
Density Sum, 19.08248828071092
X Velocity[A/fs], -0.00494265, -0.323515, 0.344639, -0.30126, 0.348011,
Y Velocity[A/fs],-0.00122838, 0.00503073, -0.00864922, 0.00682304, -0.00216855,
Z Velocity[A/fs],0.00328589, 0.216454, 0.231429, -0.265955, -0.283091,
Speed[A/fs],0.00606101, 0.389281, 0.415223, 0.401916, 0.448616,

r54, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 17.6125090673221, 0.3230300999719542, 0.4611213963709237, 0.2829445583453732, 0.5022090779233662,
Time[fs], 79.000000, 50.000000, 56.500000, 58.000000, 54.500000,
Density Sum, 19.18181419993372
X Velocity[A/fs], 0.000883057, -0.334592, 0.27722, -0.239461, 0.277529,
Y Velocity[A/fs],0.00855781, -0.0300042, -0.0108245, -0.00455303, 0.00181126,
Z Velocity[A/fs],-0.00145783, 0.200059, 0.198542, -0.270587, -0.22091,
Speed[A/fs],0.00872589, 0.390993, 0.341155, 0.361358, 0.354721,

r29, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 17.64204568301328, 0.3005696529595554, 0.2655146251610641, 0.3972873465500496, 0.4531437013547191,
Time[fs], 120.000000, 52.500000, 51.500000, 50.500000, 53.500000,
Density Sum, 19.05856100903867
X Velocity[A/fs], 0.00578894, -0.333712, 0.336, -0.317734, 0.297326,
Y Velocity[A/fs],0.000726571, -0.0115124, -0.00307494, 0.00141682, 0.0296964,
Z Velocity[A/fs],-0.00244854, 0.243345, 0.266202, -0.274895, -0.257896,
Speed[A/fs],0.00632733, 0.413174, 0.428683, 0.420148, 0.394709,

r22, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 17.60366852504307, 0.2424027093971088, 0.5757508472025178, 0.4426241166161653, 0.3409008747909703,
Time[fs], 120.000000, 55.500000, 57.000000, 50.500000, 51.500000,
Density Sum, 19.20534707304983
X Velocity[A/fs], 0.00452998, -0.327354, 0.291306, -0.3155, 0.339064,
Y Velocity[A/fs],0.00184651, -0.035495, -0.0225828, 0.0313596, -0.00246835,
Z Velocity[A/fs],0.00688335, 0.241429, 0.210647, -0.275757, -0.266332,
Speed[A/fs],0.00844458, 0.4083, 0.360196, 0.420197, 0.431165,

r4, C4H2[0][1][2][3][9][10], H[4], H[5], H[6], H[7], H[8], H[11],
Densities, 16.22077496495282, 0.2069869090252342, 0.3730013632432382, 0.4828740352125003, 0.3313927740056139, 0.4717202352173993, 0.4738960067981098,
Time[fs], 77.000000, 54.000000, 63.000000, 77.000000, 48.000000, 42.000000, 45.000000,
Density Sum, 18.56064628845492
X Velocity[A/fs], 0.00133125, -0.297477, 0.00742067, 0.0235182, 0.354043, -0.397691, 0.362239,
Y Velocity[A/fs],-0.00801497, -0.0370329, 0.226614, -0.144751, -0.0423632, 0.0181847, 0.0285148,
Z Velocity[A/fs],0.00903554, 0.273916, -0.173267, -0.158227, 0.246768, -0.218296, -0.255011,
Speed[A/fs],0.0121513, 0.406071, 0.28536, 0.215735, 0.433631, 0.454029, 0.443915,

r31, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 17.30468970767362, 0.3651581926730151, 0.3774307790191929, 0.4502537787772991, 0.4915328163530339,
Time[fs], 82.000000, 54.000000, 50.500000, 48.500000, 57.500000,
Density Sum, 18.98906527449616
X Velocity[A/fs], 0.000664384, -0.326851, 0.337687, -0.32803, 0.261378,
Y Velocity[A/fs],0.000477571, -0.0554361, -0.0703927, 0.0500506, 0.051514,
Z Velocity[A/fs],0.00459679, 0.18984, 0.221336, -0.262671, -0.244863,
Speed[A/fs],0.00466905, 0.382026, 0.40985, 0.423207, 0.361842,

r19, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 17.94043027656256, 0.1027665106379356, 0.2558330361861543, 0.417303124840914, 0.3789140806128393,
Time[fs], 70.000000, 56.000000, 51.000000, 47.000000, 48.500000,
Density Sum, 19.0952470288404
X Velocity[A/fs], 0.0106455, -0.299809, 0.329337, -0.313358, 0.306118,
Y Velocity[A/fs],0.00150483, 0.000718042, -0.0179123, -0.00776534, -0.0129299,
Z Velocity[A/fs],0.00160116, 0.194247, 0.212711, -0.270185, -0.288138,
Speed[A/fs],0.0108699, 0.357237, 0.392466, 0.413828, 0.420594,

r11, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 17.75337600656244, 0.3636550418998469, 0.401566710828095, 0.2853385290856891, 0.4548725790808561,
Time[fs], 76.500000, 54.000000, 54.000000, 55.000000, 58.500000,
Density Sum, 19.25880886745693
X Velocity[A/fs], -0.0020022, -0.302245, 0.298058, -0.253109, 0.231278,
Y Velocity[A/fs],0.0104161, 0.00144295, 0.00356925, -0.0259969, -0.00171869,
Z Velocity[A/fs],-0.00274514, 0.203636, 0.197511, -0.272678, -0.238099,
Speed[A/fs],0.0109563, 0.364447, 0.357578, 0.372952, 0.331939,

r37, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 17.65138027298232, 0.4250042721849137, 0.4120194386017997, 0.4824476476099583, 0.1795621734693712,
Time[fs], 74.000000, 54.500000, 56.500000, 53.000000, 54.000000,
Density Sum, 19.15041380484836
X Velocity[A/fs], 0.00295956, -0.304342, 0.260288, -0.243304, 0.336993,
Y Velocity[A/fs],0.00204857, 0.00184457, -0.0120984, 0.0152581, 0.0234411,
Z Velocity[A/fs],-0.00512861, 0.156163, 0.254661, -0.273407, -0.167277,
Speed[A/fs],0.00626564, 0.342073, 0.364347, 0.366307, 0.376956,

r52, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 17.65227133502882, 0.3593304544795801, 0.4385628105816403, 0.3855966191088063, 0.3010366864122282,
Time[fs], 73.000000, 50.500000, 52.000000, 49.500000, 51.000000,
Density Sum, 19.13679790561108
X Velocity[A/fs], -0.006891, -0.296904, 0.298442, -0.312855, 0.301011,
Y Velocity[A/fs],-0.00142157, 0.0164834, 0.0169127, 0.0176262, 0.00769906,
Z Velocity[A/fs],-0.00303327, 0.270656, 0.214133, -0.241475, -0.276669,
Speed[A/fs],0.00766208, 0.402093, 0.367705, 0.3956, 0.408916,

r56, C4H[0][1][2][3][5], H[4], H[6], H[7], H[8], H[9], H[10], H[11],
Densities, 15.0078596942747, 0.5329964571883785, 0.8943137010915724, 0.4443093432101374, 0.4333384840417984, 0.37847696523764, 0.8082922460911807, 0.2989548705683865,
Time[fs], 72.500000, 55.500000, 72.500000, 51.500000, 44.500000, 67.000000, 72.500000, 44.500000,
Density Sum, 18.79854176170379
X Velocity[A/fs], 0.00242208, -0.292473, 0.0152153, 0.253764, -0.348982, -0.0507524, -0.0163914, 0.404119,
Y Velocity[A/fs],-0.00462789, -0.0300141, 0.00122246, -0.0446996, 0.0157946, 0.235892, 0.00331808, 0.0292944,
Z Velocity[A/fs],-0.00239212, 0.168818, 0.00336928, 0.28891, -0.271225, 0.121298, -0.0649366, -0.227201,
Speed[A/fs],0.00574509, 0.339029, 0.0156317, 0.387122, 0.442267, 0.270063, 0.0670556, 0.464532,

r50, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 17.77246149618108, 0.2435967941623687, 0.359531486312816, 0.401289338496691, 0.3903396751869831,
Time[fs], 75.500000, 53.000000, 52.000000, 55.000000, 52.500000,
Density Sum, 19.16721879033994
X Velocity[A/fs], 0.000840297, -0.309839, 0.308162, -0.258508, 0.281846,
Y Velocity[A/fs],0.00747674, 0.00671886, 0.0172779, 0.0062044, 0.0140658,
Z Velocity[A/fs],-0.0031095, 0.215882, 0.221536, -0.26174, -0.265399,
Speed[A/fs],0.00814105, 0.377691, 0.379922, 0.36793, 0.387391,

r9, C4H2[0][1][2][3][9][6], H[4], H[5], H[7], H[8], H[10], H[11],
Densities, 16.14581303720581, 0.4552381232164826, 0.3874335654546091, 0.4104869929858529, 0.303757810719352, 0.4882937495963676, 0.6356099451725686,
Time[fs], 75.000000, 53.000000, 68.000000, 53.500000, 45.500000, 65.500000, 47.500000,
Density Sum, 18.82663322435103
X Velocity[A/fs], 0.00109968, -0.219614, -0.031931, 0.327846, -0.40107, 0.0346645, 0.316524,
Y Velocity[A/fs],-6.74696e-05, 0.0403097, 0.209681, 0.0482128, -0.0219454, -0.216689, -0.0426349,
Z Velocity[A/fs],-0.00337647, 0.278213, -0.19412, 0.140752, -0.187637, 0.150131, -0.23952,
Speed[A/fs],0.00355168, 0.356732, 0.287521, 0.360026, 0.443335, 0.265885, 0.399218,

r38, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 17.70287389456272, 0.2176270688552996, 0.3637672690979633, 0.2641516979540754, 0.5355509512352898,
Time[fs], 120.000000, 48.000000, 59.500000, 50.500000, 47.000000,
Density Sum, 19.08397088170535
X Velocity[A/fs], -0.00242279, -0.349387, 0.322059, -0.335814, 0.345186,
Y Velocity[A/fs],0.00567243, -0.00935568, 0.011028, 0.0201418, -0.0114234,
Z Velocity[A/fs],0.00321722, 0.30075, 0.180231, -0.265016, -0.271778,
Speed[A/fs],0.00695678, 0.461096, 0.369225, 0.428264, 0.439485,

r24, C4[0][1][2][3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], H[11],
Densities, 15.07291368520151, 0.3882737424235417, 0.3528794890002578, 0.409542288515358, 0.1978125650610115, 0.3924346383778596, 0.5470154777434351, 0.5481894718572796, 0.6143759497715688,
Time[fs], 79.500000, 55.500000, 58.500000, 73.000000, 53.000000, 45.000000, 67.500000, 57.000000, 42.000000,
Density Sum, 18.52343730795182
X Velocity[A/fs], -0.0110336, -0.274485, -0.0179105, -0.00794512, 0.337099, -0.389212, 0.00633863, 0.0303252, 0.385894,
Y Velocity[A/fs],0.000374396, -0.0554692, 0.252676, -0.129883, -0.021403, 0.0640666, 0.172168, -0.256391, 0.0398408,
Z Velocity[A/fs],0.00890759, 0.258469, -0.106348, -0.17984, 0.172771, -0.209271, 0.140666, 0.0260202, -0.23571,
Speed[A/fs],0.0141854, 0.381084, 0.274729, 0.22198, 0.379399, 0.446525, 0.222416, 0.259486, 0.453939,

r43, C4H4[0][1][2][3][5][9][6][10], H[4], H[7], H[8], H[11],
Densities, 17.9824995415157, 0.2563585210731936, 0.2991025128143412, 0.3689302746215383, 0.4554357162950312,
Time[fs], 80.500000, 49.000000, 62.500000, 80.500000, 56.000000,
Density Sum, 19.3623265663198
X Velocity[A/fs], 0.000456672, -0.365106, 0.270551, -0.169483, 0.263502,
Y Velocity[A/fs],-0.00312181, -0.00974936, -0.01491, 0.0188333, 0.00680415,
Z Velocity[A/fs],0.000545073, 0.169984, 0.160179, -0.167711, -0.251083,
Speed[A/fs],0.00320177, 0.402855, 0.314766, 0.239178, 0.364036,

r14, C4H2[0][1][2][3][9][6], H[4], H[5], H[7], H[8], H[10], H[11],
Densities, 16.27223817176671, 0.4447711161144685, 0.3574738570805654, 0.4666376470805554, 0.394392401373462, 0.365108886117864, 0.3500440087872457,
Time[fs], 120.000000, 52.000000, 103.000000, 52.500000, 45.000000, 114.000000, 44.000000,
Density Sum, 18.65066608832088
