C4H10_7_5y_r44, C3H6[0][1][4][5][6][2][7][8][10], CH3[3][11][12][13], H[9], 
C4H10_7_5y_r33, CH3[0][4][5][6], C3H5[1][2][7][8][3][10][12][13], H[9], H[11], 
Densities, 5.964364664818723, 14.91453332764306, 0.1071347288870226, 0.1831045705858332, 
Time[fs], 110.500000, 110.500000, 49.000000, 54.500000, 
Density Sum, 21.16913729193464
X Velocity[A/fs], -0.070474, -0.00211709, 0.263063, 0.160186,  
Y Velocity[A/fs],-0.0052921, 0.0017185, 0.365129, -0.338841,  
Z Velocity[A/fs],-0.00365232, -0.0108665, 0.0180649, 0.128607,  
Speed[A/fs],0.0707667, 0.0112034, 0.450386, 0.396248, 

C4H10_7_5y_r1, CH3[0][4][5][6], C2H3[1][2][7][9][10], CH3[3][11][12][13], H[8], 
Densities, 5.929072428508676, 9.584420971415568, 5.838863142687923, 0.04309630512563963, 
Time[fs], 120.000000, 120.000000, 120.000000, 61.500000, 
Density Sum, 21.39545284773781
X Velocity[A/fs], -0.0280278, 0.00620211, 0.0660626, -0.25763,  
Y Velocity[A/fs],0.00174479, 0.00958806, -0.00813436, 0.349594,  
Z Velocity[A/fs],-0.00263779, -0.00567792, 0.0045537, 0.0429878,  
Speed[A/fs],0.0282057, 0.0127529, 0.0667171, 0.436391, 

C4H10_7_5y_r31, CH3[0][4][5][6], C2H2[1][2][7][10], CH3[3][11][12][13], H[8], H[9], 
Densities, 6.04724167923868, 8.799144564576663, 6.124587055682097, 0.1621365298555118, 0.1910194000348423, 
Time[fs], 120.000000, 120.000000, 120.000000, 56.500000, 58.000000, 
Density Sum, 21.32412922938779
X Velocity[A/fs], -0.0448598, 0.00157889, 0.0408219, -0.286447, 0.258976,  
Y Velocity[A/fs],0.000176467, -0.00777414, -0.00702111, 0.305608, 0.302639,  
Z Velocity[A/fs],-0.00408019, -0.00496258, -0.000530271, -0.0245818, 0.0267272,  
Speed[A/fs],0.0450453, 0.00935721, 0.0414247, 0.419586, 0.399216, 

C4H10_7_5y_r10, C4H7[0][1][4][5][6][2][7][3][10][12][13], H[8], H[9], H[11], 
Densities, 20.40584888936154, 0.2298827465706288, 0.0870753438199089, 0.4001645533903027, 
Time[fs], 120.000000, 50.000000, 48.000000, 63.000000, 
Density Sum, 21.12297153314238
X Velocity[A/fs], 0.00477435, -0.239905, 0.303162, 0.180194,  
Y Velocity[A/fs],0.0063207, 0.330988, 0.339969, -0.267348,  
Z Velocity[A/fs],0.00714899, -0.0599403, -0.0205202, 0.0922341,  
Speed[A/fs],0.0106702, 0.413159, 0.455968, 0.335338, 

C4H10_7_5y_r11, C3H6[0][1][4][5][6][2][7][9][10], CH3[3][11][12][13], H[8], 
Densities, 15.46937712690805, 5.784470445352433, 0.04275624557809148, 
Time[fs], 120.000000, 120.000000, 58.500000, 
Density Sum, 21.29660381783857
X Velocity[A/fs], -0.00218388, 0.0755588, -0.264572,  
Y Velocity[A/fs],0.00172802, 0.00607704, 0.363116,  
Z Velocity[A/fs],-0.00109123, -0.00604974, -0.0210917,  
Speed[A/fs],0.00299101, 0.0760438, 0.449774, 

C4H10_7_5y_r18, C4H8[0][1][4][5][6][2][7][3][10][11][12][13], H[8], H[9], 
Densities, 21.05936648546287, 0.02779046886087089, 0.1494764196773325, 
Time[fs], 120.000000, 48.500000, 65.000000, 
Density Sum, 21.23663337400108
X Velocity[A/fs], -0.00552051, -0.265867, 0.258024,  
Y Velocity[A/fs],0.00106972, 0.369469, 0.281928,  
Z Velocity[A/fs],-0.000271349, -0.0175634, 0.0044744,  
Speed[A/fs],0.00562974, 0.455523, 0.382204, 

C4H10_7_5y_r6, CH3[0][4][5][6], C3H6[1][2][7][3][9][10][11][12][13], H[8], 
Densities, 5.766159573400854, 15.60796163802908, 0.02891737717641795, 
Time[fs], 120.000000, 120.000000, 62.500000, 
Density Sum, 21.40303858860635
X Velocity[A/fs], -0.0557965, 0.0243224, -0.225744,  
Y Velocity[A/fs],-0.0134054, 0.00814808, 0.379288,  
Z Velocity[A/fs],-0.00010142, 0.00777766, 0.0279161,  
Speed[A/fs],0.0573844, 0.0268041, 0.442266, 

C4H10_7_5y_r13, CH3[0][4][5][6], C3H6[1][2][7][8][3][10][11][12][13], H[9], 
Densities, 5.833618603522473, 15.40222973482571, 0.06843509931702438, 
Time[fs], 120.000000, 120.000000, 53.000000, 
Density Sum, 21.30428343766521
X Velocity[A/fs], -0.0652854, 0.0128812, 0.283505,  
Y Velocity[A/fs],0.00643154, -0.00439309, 0.347055,  
Z Velocity[A/fs],-0.00181177, -0.00108465, 0.0893233,  
Speed[A/fs],0.0656264, 0.0136528, 0.456947, 

C4H10_7_5y_r25, CH3[0][4][5][6], C3H5[1][2][3][7][8][10][12][13], H[9], H[11], 
Densities, 6.084858583696047, 15.09474881197574, 0.06786506168997544, 0.1221938927108316, 
Time[fs], 120.000000, 120.000000, 50.500000, 66.500000, 
Density Sum, 21.36966635007259
X Velocity[A/fs], -0.0436563, 0.0105604, 0.246849, 0.191922,  
Y Velocity[A/fs],-0.00235053, -0.00317226, 0.361355, -0.300674,  
Z Velocity[A/fs],0.00547107, 0.0076047, 0.0145931, 0.118252,  
Speed[A/fs],0.0440605, 0.0133946, 0.437864, 0.375796, 

C4H10_7_5y_r23, C3H6[0][1][4][5][6][2][7][9][10], CH3[3][11][12][13], H[8], 
Densities, 15.48961344304466, 5.982533690791699, 0.04765218390155203, 
Time[fs], 120.000000, 120.000000, 54.500000, 
Density Sum, 21.51979931773791
X Velocity[A/fs], 0.00248216, 0.059923, -0.232783,  
Y Velocity[A/fs],-0.00705809, -0.00229926, 0.376207,  
Z Velocity[A/fs],0.000745934, -0.00233221, -0.0121905,  
Speed[A/fs],0.00751892, 0.0600124, 0.44257, 

C4H10_7_5y_r17, CH3[0][4][5][6], C2H3[1][2][7][9][10], CH3[3][11][12][13], H[8], 
Densities, 5.960016955353494, 9.582833724521974, 5.836163972645529, 0.06345205222520001, 
Time[fs], 120.000000, 120.000000, 120.000000, 58.500000, 
Density Sum, 21.4424667047462
X Velocity[A/fs], -0.0212706, 0.00991084, 0.0512642, -0.274454,  
Y Velocity[A/fs],-0.00475004, -0.025321, -0.0131906, 0.344486,  
Z Velocity[A/fs],0.00524263, 0.0022783, -0.00346566, -0.0294467,  
Speed[A/fs],0.0224162, 0.0272868, 0.0530473, 0.441432, 

C4H10_7_5y_r28, C3H4[0][1][5][6][2][7][10], CH3[3][11][12][13], H[4], H[8], H[9], 
Densities, 14.25750140633744, 6.053617242532825, 0.2797033965279793, 0.4061955285614273, 0.2416813719164473, 
Time[fs], 120.000000, 120.000000, 52.500000, 47.500000, 68.500000, 
Density Sum, 21.23869894587611
X Velocity[A/fs], -0.00662114, 0.0163554, -0.142258, -0.238831, 0.208839,  
Y Velocity[A/fs],-0.0165791, -0.0102342, -0.347262, 0.350303, 0.28876,  
Z Velocity[A/fs],-5.76862e-06, -0.0078127, -0.13929, -0.00425805, 0.0128366,  
Speed[A/fs],0.0178524, 0.0208153, 0.400287, 0.423993, 0.356596, 

C4H10_7_5y_r30, C3H6[0][1][4][5][6][2][7][9][10], CH3[3][11][12][13], H[8], 
Densities, 15.54361020677649, 5.865730431172839, 0.0422248830015303, 
Time[fs], 120.000000, 120.000000, 53.000000, 
Density Sum, 21.45156552095086
X Velocity[A/fs], -0.0145577, 0.0580296, -0.252609,  
Y Velocity[A/fs],0.00638707, 0.0120512, 0.380762,  
Z Velocity[A/fs],0.00273471, -0.00590598, -0.00381476,  
Speed[A/fs],0.0161308, 0.0595613, 0.456952, 

C4H10_7_5y_r24, C4H8[0][1][4][5][6][2][7][3][10][11][12][13], H[8], H[9], 
Densities, 20.95073882918428, 0.1448611050773445, 0.2469067442921112, 
Time[fs], 120.000000, 53.000000, 68.500000, 
Density Sum, 21.34250667855373
X Velocity[A/fs], -0.00263091, -0.256588, 0.252719,  
Y Velocity[A/fs],-0.00239609, 0.349255, 0.271177,  
Z Velocity[A/fs],-0.00117065, 0.0233924, -0.0601128,  
Speed[A/fs],0.00374612, 0.434009, 0.375522, 

C4H10_7_5y_r15, C4H8[0][1][4][5][6][2][7][3][10][11][12][13], H[8], H[9], 
Densities, 21.00742962871143, 0.2324294266925248, 0.06184221897487531, 
Time[fs], 120.000000, 77.500000, 51.500000, 
Density Sum, 21.30170127437883
X Velocity[A/fs], -0.00945886, -0.189953, 0.272998,  
Y Velocity[A/fs],-0.0062928, 0.285918, 0.361887,  
Z Velocity[A/fs],-0.00370373, -0.0297205, -0.0315518,  
Speed[A/fs],0.0119493, 0.34455, 0.454407, 

C4H10_7_5y_r19, CH3[0][4][5][6], C3H6[1][2][7][8][3][10][11][12][13], H[9], 
Densities, 5.923296306935771, 15.33514393506133, 0.0483640996425004, 
Time[fs], 108.500000, 108.500000, 49.000000, 
Density Sum, 21.3068043416396
X Velocity[A/fs], -0.0622126, 0.019255, 0.217169,  
Y Velocity[A/fs],-0.0216987, 0.00393935, 0.403216,  
Z Velocity[A/fs],-0.00727247, -0.00606894, 0.0250232,  
Speed[A/fs],0.0662883, 0.0205695, 0.458663, 

C4H10_7_5y_r47, CH3[0][4][5][6], C3H5[1][2][7][3][10][11][12][13], H[8], H[9], 
Densities, 5.905015083650629, 14.97405379748975, 0.2056217866961251, 0.1827701523900309, 
Time[fs], 120.000000, 120.000000, 55.000000, 53.000000, 
Density Sum, 21.26746082022653
X Velocity[A/fs], -0.0520056, 0.00762326, -0.278818, 0.276089,  
Y Velocity[A/fs],0.00410117, -0.0120535, 0.30983, 0.321983,  
Z Velocity[A/fs],0.00409515, -0.00862213, -0.00240254, 0.0284985,  
Speed[A/fs],0.0523275, 0.0166656, 0.416821, 0.4251, 

C4H10_7_5y_r26, CH3[0][4][5][6], C3H6[1][2][7][8][3][10][11][12][13], H[9], 
Densities, 5.887930650722927, 15.40419044044985, 0.06257108696146256, 
Time[fs], 120.000000, 120.000000, 59.000000, 
Density Sum, 21.35469217813424
X Velocity[A/fs], -0.0422247, 0.00154345, 0.214574,  
Y Velocity[A/fs],-0.0151933, -0.00246623, 0.382772,  
Z Velocity[A/fs],-0.00417023, -0.00540993, -0.019867,  
Speed[A/fs],0.0450683, 0.00614262, 0.439262, 

C4H10_7_5y_r35, C3H5[0][1][4][5][2][7][9][10], CH3[3][11][12][13], H[6], H[8], 
Densities, 14.64603427111874, 5.8319809547926, 0.6917592793813548, 0.0510827698467844, 
Time[fs], 120.000000, 120.000000, 120.000000, 53.500000, 
Density Sum, 21.22085727513948
X Velocity[A/fs], -0.0226402, 0.0588012, -0.0167688, -0.219788,  
Y Velocity[A/fs],0.00323364, -0.0164653, 0.0351134, 0.388425,  
Z Velocity[A/fs],-0.00251194, -0.00521386, -0.0173656, -0.052941,  
Speed[A/fs],0.0230075, 0.0612851, 0.0426111, 0.449426, 

C4H10_7_5y_r41, CH3[0][4][5][6], C3H6[1][2][3][7][8][10][11][12][13], H[9], 
Densities, 5.910334882396063, 15.53466649281807, 0.06502570405535134, 
Time[fs], 120.000000, 120.000000, 60.000000, 
Density Sum, 21.51002707926948
X Velocity[A/fs], -0.0379193, 0.00331861, 0.236216,  
Y Velocity[A/fs],-0.0126129, -0.0104289, 0.359804,  
Z Velocity[A/fs],-0.00163168, -0.00114795, -0.0216598,  
Speed[A/fs],0.0399952, 0.0110043, 0.430959, 

C4H10_7_5y_r22, C2H3[0][1][5][6][7], C2H5[2][3][9][10][11][12][13], H[4], H[8], 
Densities, 9.500461287989202, 11.01276148668411, 0.2490332647715364, 0.3588836206494084, 
Time[fs], 120.000000, 120.000000, 51.500000, 47.000000, 
Density Sum, 21.12113966009426
X Velocity[A/fs], -0.00461983, 0.037372, -0.176609, -0.232428,  
Y Velocity[A/fs],-0.00683694, -0.00314948, -0.372533, 0.368532,  
Z Velocity[A/fs],-0.00540211, 0.00368574, -0.109363, -0.0319869,  
Speed[A/fs],0.00986253, 0.0376852, 0.426535, 0.436877, 

C4H10_7_5y_r20, C4H7[0][1][5][6][2][7][3][10][11][12][13], H[4], H[8], H[9], 
Densities, 20.40287307993981, 0.4255296426769454, 0.1989356045527422, 0.08579281750944084, 
Time[fs], 120.000000, 88.500000, 56.500000, 54.500000, 
Density Sum, 21.11313114467893
X Velocity[A/fs], 2.20575e-05, -0.185154, -0.26461, 0.281286,  
Y Velocity[A/fs],0.000122685, -0.179815, 0.314799, 0.323241,  
Z Velocity[A/fs],-0.00508281, -0.117092, 0.0436177, 0.0661444,  
Speed[A/fs],0.00508434, 0.283418, 0.413545, 0.433569, 

C4H10_7_5y_r29, C3H5[0][1][4][5][6][2][7][10], CH3[3][11][12][13], H[8], H[9], 
Densities, 15.01227355101789, 6.007113750010515, 0.07863940926512712, 0.2350026136573795, 
Time[fs], 120.000000, 120.000000, 53.000000, 60.500000, 
Density Sum, 21.33302932395091
X Velocity[A/fs], -0.00388706, 0.037678, -0.267711, 0.244437,  
Y Velocity[A/fs],-0.00356887, -0.00529171, 0.343108, 0.297722,  
Z Velocity[A/fs],-0.00572947, -0.00207781, -0.00523736, 0.0727974,  
Speed[A/fs],0.00778929, 0.0381045, 0.435223, 0.39203, 

C4H10_7_5y_r42, C4H7[0][1][2][5][6][7][3][10][11][12][13], H[4], H[8], H[9], 
Densities, 20.27741072740362, 0.4404789064790874, 0.3718192357494818, 0.1077837292785182, 
Time[fs], 120.000000, 58.500000, 51.000000, 58.500000, 
Density Sum, 21.19749259891071
X Velocity[A/fs], -0.00497941, -0.173756, -0.247491, 0.241392,  
Y Velocity[A/fs],-0.00501118, -0.279457, 0.330794, 0.310068,  
Z Velocity[A/fs],-0.00157468, -0.158076, 0.0122712, 0.0305535,  
Speed[A/fs],0.00723782, 0.365069, 0.413312, 0.394139, 

C4H10_7_5y_r40, CH3[0][4][5][6], C3H5[1][2][7][3][10][11][12][13], H[8], H[9], 
Densities, 6.016902718173415, 14.9384472397504, 0.1344974524430617, 0.1257481342419922, 
Time[fs], 120.000000, 120.000000, 65.500000, 60.500000, 
Density Sum, 21.21559554460887
X Velocity[A/fs], -0.0509004, 0.00489289, -0.276797, 0.258988,  
Y Velocity[A/fs],-0.000832372, 0.00203537, 0.28023, 0.323961,  
Z Velocity[A/fs],0.00791648, -0.00538234, 0.0153443, 0.0607558,  
Speed[A/fs],0.0515191, 0.00755332, 0.394184, 0.419186, 

C4H10_7_5y_r4, C4H7[0][1][4][5][6][2][7][3][10][12][13], H[8], H[9], H[11], 
Densities, 20.27841287132768, 0.2752867570507765, 0.4468389789656116, 0.2910349343544955, 
Time[fs], 120.000000, 59.500000, 48.500000, 68.000000, 
Density Sum, 21.29157354169856
X Velocity[A/fs], 0.00210204, -0.26802, 0.243307, 0.203033,  
Y Velocity[A/fs],-0.0114613, 0.278363, 0.334079, -0.244666,  
Z Velocity[A/fs],-0.00493326, -0.0141115, -0.0221134, 0.193161,  
Speed[A/fs],0.0126537, 0.386678, 0.41388, 0.372015, 

C4H10_7_5y_r7, CH3[0][4][5][6], C2H3[1][2][7][8][10], CH3[3][11][12][13], H[9], 
Densities, 5.857579889911867, 9.620123659803005, 5.915757554989946, 0.02287860483939015, 
Time[fs], 120.000000, 120.000000, 120.000000, 52.000000, 
Density Sum, 21.41633970954421
X Velocity[A/fs], -0.0608502, 0.00661082, 0.00647515, 0.248669,  
Y Velocity[A/fs],-0.00309557, -0.00760154, 0.000697697, 0.371819,  
Z Velocity[A/fs],0.000666428, 0.00236635, -0.00542951, -0.0468878,  
Speed[A/fs],0.0609326, 0.0103482, 0.00847903, 0.44976, 

C4H10_7_5y_r36, C4H9[0][1][4][5][6][2][7][8][3][10][11][12][13], H[9], 
Densities, 21.41260492488437, 0.0855016857187887, 
Time[fs], 120.000000, 59.000000, 
Density Sum, 21.49810661060316
X Velocity[A/fs], 0.00220472, 0.245776,  
Y Velocity[A/fs],-0.0115728, 0.372244,  
Z Velocity[A/fs],-0.00221286, -0.0218287,  
Speed[A/fs],0.011987, 0.446596, 

C4H10_7_5y_r48, C4H7[0][1][5][6][2][7][3][10][11][12][13], H[4], H[8], H[9], 
Densities, 20.27788966593537, 0.3516857071382798, 0.2063552045435297, 0.3377085974499618, 
Time[fs], 120.000000, 69.500000, 49.500000, 59.000000, 
Density Sum, 21.17363917506714
X Velocity[A/fs], 0.0111847, -0.184692, -0.251623, 0.26378,  
Y Velocity[A/fs],-0.00345242, -0.248315, 0.36706, 0.276222,  
Z Velocity[A/fs],0.00469482, -0.147635, -0.00100313, 0.0373935,  
Speed[A/fs],0.0126118, 0.342881, 0.445026, 0.383767, 

C4H10_7_5y_r16, C4H8[0][1][4][5][6][2][7][3][10][11][12][13], H[8], H[9], 
Densities, 20.97312696779831, 0.05894932325375007, 0.2618654182020804, 
Time[fs], 120.000000, 50.500000, 79.500000, 
Density Sum, 21.29394170925414
X Velocity[A/fs], 0.00392699, -0.26049, 0.209035,  
Y Velocity[A/fs],-0.0145602, 0.366019, 0.263554,  
Z Velocity[A/fs],0.00102806, 0.0403381, -0.0887717,  
Speed[A/fs],0.0151155, 0.451056, 0.347904, 

C4H10_7_5y_r5, C4H7[0][1][2][5][6][7][3][10][11][12][13], H[4], H[8], H[9], 
Densities, 20.55968088075863, 0.3529304829339304, 0.09726136089697832, 0.2312158977368245, 
Time[fs], 120.000000, 63.000000, 49.500000, 54.000000, 
Density Sum, 21.24108862232637
X Velocity[A/fs], -1.34392e-05, -0.155036, -0.276673, 0.259614,  
Y Velocity[A/fs],-0.000433192, -0.279532, 0.339992, 0.307875,  
Z Velocity[A/fs],0.00111558, -0.00209972, 0.00699071, 0.0221388,  
Speed[A/fs],0.00119681, 0.319654, 0.438396, 0.403332, 

C4H10_7_5y_r21, CH3[0][4][5][6], C2H3[1][2][7][9][10], CH3[3][11][12][13], H[8], 
Densities, 5.892841787178269, 9.669435400276674, 5.859444040004625, 0.04621922929193511, 
Time[fs], 120.000000, 120.000000, 120.000000, 63.500000, 
Density Sum, 21.4679404567515
X Velocity[A/fs], -0.0281718, -0.00330462, 0.0537367, -0.260766,  
Y Velocity[A/fs],-0.0141084, 0.000226462, -0.00288555, 0.346062,  
Z Velocity[A/fs],0.00941894, -0.0164066, -0.000986909, -0.00289225,  
Speed[A/fs],0.0328848, 0.0167377, 0.0538231, 0.43332, 

C4H10_7_5y_r37, C3H5[0][1][2][4][5][6][7][10], CH3[3][11][12][13], H[8], H[9], 
Densities, 15.04146515409054, 5.654398230864597, 0.2559730304271628, 0.2739503264026695, 
Time[fs], 120.000000, 120.000000, 52.500000, 54.000000, 
Density Sum, 21.22578674178497
X Velocity[A/fs], -0.00349523, 0.0402643, -0.264605, 0.270289,  
Y Velocity[A/fs],-0.0199263, -0.00878223, 0.345011, 0.322955,  
Z Velocity[A/fs],0.00943034, 0.0310284, 0.00621575, 0.0430198,  
Speed[A/fs],0.0223205, 0.0515859, 0.434842, 0.423328, 

C4H10_7_5y_r49, CH3[0][4][5][6], C3H5[1][2][3][7][10][11][12][13], H[8], H[9], 
Densities, 5.880570489894754, 15.10777423442784, 0.1944114932426752, 0.189788296313054, 
Time[fs], 120.000000, 120.000000, 54.500000, 61.500000, 
Density Sum, 21.37254451387832
X Velocity[A/fs], -0.0456449, -0.00074332, -0.253304, 0.260287,  
Y Velocity[A/fs],-0.00717959, 0.00467276, 0.33775, 0.285812,  
Z Velocity[A/fs],-0.00344622, -0.00544457, 0.0590758, 0.059972,  
Speed[A/fs],0.0463344, 0.00721322, 0.426295, 0.391196, 

C4H10_7_5y_r34, C4H9[0][1][4][5][6][2][7][3][9][10][11][12][13], H[8], 
Densities, 21.47438251182228, 0.02422186554625124, 
Time[fs], 120.000000, 64.000000, 
Density Sum, 21.49860437736854
X Velocity[A/fs], 0.00741512, -0.16751,  
Y Velocity[A/fs],-0.00600237, 0.379903,  
Z Velocity[A/fs],-0.00874285, -0.0517994,  
Speed[A/fs],0.0129402, 0.418413, 

C4H10_7_5y_r45, C3H5[0][1][4][5][6][2][7][10], CH3[3][11][12][13], H[8], H[9], 
Densities, 14.80231717898404, 6.118685443481938, 0.2119248745717926, 0.1095510605122641, 
Time[fs], 120.000000, 120.000000, 46.500000, 65.500000, 
Density Sum, 21.24247855755003
X Velocity[A/fs], 0.00579342, 0.0423812, -0.259116, 0.240544,  
Y Velocity[A/fs],0.00543317, -0.00916136, 0.372799, 0.293531,  
Z Velocity[A/fs],-0.000134945, -0.00203074, 0.0288608, 0.0382362,  
Speed[A/fs],0.00794363, 0.0434076, 0.45492, 0.381423, 

C4H10_7_5y_r3, C4H7[0][1][5][6][2][7][8][3][10][12][13], H[4], H[9], H[11], 
Densities, 20.22513441883557, 0.1820570164196552, 0.04426653707275439, 0.7860369661007529, 
Time[fs], 120.000000, 85.000000, 49.500000, 120.000000, 
Density Sum, 21.23749493842873
X Velocity[A/fs], -0.000435125, -0.251874, 0.272925, 0.0532037,  
Y Velocity[A/fs],0.00540821, -0.193645, 0.372582, 0.0154644,  
Z Velocity[A/fs],-0.00376013, -0.150529, -0.0348808, 0.0289775,  
Speed[A/fs],0.00660126, 0.351565, 0.463166, 0.0625258, 

C4H10_7_5y_r9, CH3[0][4][5][6], C3H7[1][2][7][8][3][9][10][11][12][13], 
Densities, 5.400821461557158, 16.21709028963728, 
Time[fs], 120.000000, 120.000000, 
Density Sum, 21.61791175119444
X Velocity[A/fs], -0.0632242, 0.0279878,  
Y Velocity[A/fs],-0.0309707, 0.00358992,  
Z Velocity[A/fs],-0.000124234, -0.00178839,  
Speed[A/fs],0.0704024, 0.0282738, 

C4H10_7_5y_r38, C4H8[0][1][4][5][6][2][7][3][10][11][12][13], H[8], H[9], 
Densities, 20.78124497971347, 0.2433079658258235, 0.3484688694089271, 
Time[fs], 120.000000, 54.000000, 68.500000, 
Density Sum, 21.37302181494822
X Velocity[A/fs], 0.000837147, -0.253198, 0.274463,  
Y Velocity[A/fs],-0.002035, 0.350595, 0.259761,  
Z Velocity[A/fs],7.90361e-05, -0.00212303, -0.0181653,  
Speed[A/fs],0.00220189, 0.43247, 0.378332, 

C4H10_7_5y_r50, CH3[0][4][5][6], C3H5[1][2][7][8][3][10][12][13], H[9], H[11], 
Densities, 5.935761152665997, 15.2636799010278, 0.03641962672889901, 0.2018348996291918, 
Time[fs], 120.000000, 120.000000, 55.500000, 97.000000, 
Density Sum, 21.43769558005189
X Velocity[A/fs], -0.0238515, 0.00763448, 0.264958, 0.265362,  
Y Velocity[A/fs],0.00189944, 0.00672268, 0.379324, -0.122915,  
Z Velocity[A/fs],0.00387542, -0.00746941, -0.0174157, -0.0223384,  
Speed[A/fs],0.0242388, 0.0126203, 0.463026, 0.293299, 

C4H10_7_5y_r12, C2H3[0][1][5][6][7], C2H5[2][3][9][10][11][12][13], H[4], H[8], 
Densities, 9.562490141579621, 11.258041729146, 0.3253430222843433, 0.129544117481993, 
Time[fs], 120.000000, 120.000000, 56.000000, 50.000000, 
Density Sum, 21.27541901049196
X Velocity[A/fs], -0.00228699, 0.0351179, -0.157946, -0.27041,  
Y Velocity[A/fs],-0.00583235, -0.0059185, -0.314963, 0.355092,  
Z Velocity[A/fs],-0.00360108, 0.00256243, -0.159402, -0.0119661,  
Speed[A/fs],0.00722595, 0.0357052, 0.386727, 0.446491, 

C4H10_7_5y_r14, CH3[0][4][5][6], C2H3[1][2][7][9][10], CH3[3][11][12][13], H[8], 
Densities, 5.896123731747423, 9.660789455457801, 5.741835922990879, 0.05719835244023587, 
Time[fs], 120.000000, 120.000000, 120.000000, 57.000000, 
Density Sum, 21.35594746263634
X Velocity[A/fs], -0.0439483, -0.0130379, 0.0535401, -0.227138,  
Y Velocity[A/fs],-0.00260193, 0.00261831, 0.0034138, 0.381208,  
Z Velocity[A/fs],-0.00251845, 0.000381684, 0.00724745, -0.0263681,  
Speed[A/fs],0.0440973, 0.0133037, 0.0541362, 0.444529, 

C4H10_7_5y_r39, CH3[0][4][5][6], C2H4[1][2][7][8][9][10], CH3[3][11][12][13], 
Densities, 5.612075430729012, 10.26144586073561, 5.700050000407257, 
Time[fs], 120.000000, 120.000000, 120.000000, 
Density Sum, 21.57357129187188
X Velocity[A/fs], -0.0557207, -0.0120663, 0.0686235,  
Y Velocity[A/fs],-0.00180082, 0.0140343, 0.0101315,  
Z Velocity[A/fs],0.000935499, 0.00735008, 0.00417107,  
Speed[A/fs],0.0557577, 0.0199144, 0.0694926, 

C4H10_7_5y_r8, CH3[0][4][5][6], C3H5[1][2][7][3][10][11][12][13], H[8], H[9], 
Densities, 6.029980419432031, 14.92208838091235, 0.3237660914414798, 0.1879815642162058, 
Time[fs], 120.000000, 120.000000, 71.000000, 65.500000, 
Density Sum, 21.46381645600207
X Velocity[A/fs], -0.0210957, -8.40361e-05, -0.218882, 0.243803,  
Y Velocity[A/fs],-0.00527736, -0.02416, 0.301918, 0.328287,  
Z Velocity[A/fs],0.00190047, -0.00894492, 0.0362333, -0.026128,  
Speed[A/fs],0.0218286, 0.0257628, 0.374669, 0.40975, 

