C2H2_run, N[0], N[1], C[2], C[3], C[4], C[5], H[6], H[7], H[8], H[9], Xx[10],
Time[fs], 10.0
Densities, 4.635100609747, 0.000000000000, 3.710504701824, 3.555107638449, 3.700781230969, 3.559375880885, 0.470377280890, 0.502235438368, 0.309502728768, 0.372898046674, 0.000000000000,
Density Sum, 20.815883556575
# Grid-integrated electrons (sanity check): 20.816623687744
