C2H2_run, N[0], N[1], C[2], C[3], C[4], C[5], H[6], H[7], H[8], H[9], Xx[10],
Time[fs], 10.0
Densities, 4.345149289905, 0.000000000000, 3.280168159225, 3.148930117070, 3.006683917510, 3.123114823138, 0.457420989711, 0.418126897315, 0.343071888743, 0.000000000000, 0.000000000000,
Density Sum, 18.122666082616
# Grid-integrated electrons (sanity check): 18.123878479004
