C2H2_run, N[0], N[1], C[2], C[3], C[4], C[5], H[6], H[7], H[8], H[9], Xx[10],
Time[fs], 10.0
Densities, 4.282024509639, 4.282024509639, 3.068648517100, 3.068648517100, 3.465783130996, 3.465783130996, 0.267558416412, 0.267558416412, 0.226751576155, 0.226751576155, 0.000000000000,
Density Sum, 22.621532300605
# Grid-integrated electrons (sanity check): 22.622104644775
