0.000	0.0058010625
0.001	0.0059189680
0.002	0.0060368736
0.003	0.0061547791
0.004	0.0062726847
0.005	0.0063905902
0.006	0.0065084957
0.007	0.0066264013
0.008	0.0067443068
0.009	0.0068622124
0.010	0.0069801179
0.011	0.0070980234
0.012	0.0072159290
0.013	0.0073338345
0.014	0.0074517401
0.015	0.0075696456
0.016	0.0076875511
0.017	0.0078054567
0.018	0.0079233622
0.019	0.0080412678
0.020	0.0081591733
0.021	0.0082770788
0.022	0.0083949844
0.023	0.0085128899
0.024	0.0086307955
0.025	0.0087487010
0.026	0.0088666065
0.027	0.0089845121
0.028	0.0091024176
0.029	0.0092203232
0.030	0.0093382287
0.031	0.0094561342
0.032	0.0095740398
0.033	0.0096919453
0.034	0.0098098509
0.035	0.0099277564
0.036	0.0100456619
0.037	0.0101635675
0.038	0.0102814730
0.039	0.0103993786
0.040	0.0105172841
0.041	0.0106351896
0.042	0.0107530952
0.043	0.0108710007
0.044	0.0109889062
0.045	0.0111068118
0.046	0.0112247173
0.047	0.0113426229
0.048	0.0114605284
0.049	0.0115784339
0.050	0.0116963395
0.051	0.0118142450
0.052	0.0119321506
0.053	0.0120500561
0.054	0.0121679616
0.055	0.0122858672
0.056	0.0124037727
0.057	0.0125216783
0.058	0.0126395838
0.059	0.0127574893
0.060	0.0128753949
0.061	0.0129933004
0.062	0.0131112060
0.063	0.0132291115
0.064	0.0133470170
0.065	0.0134649226
0.066	0.0135828281
0.067	0.0137007337
0.068	0.0138186392
0.069	0.0139365447
0.070	0.0140544503
0.071	0.0141723558
0.072	0.0142902614
0.073	0.0144081669
0.074	0.0145260724
0.075	0.0146439780
0.076	0.0147618835
0.077	0.0148797891
0.078	0.0149976946
0.079	0.0151156001
0.080	0.0152335057
0.081	0.0153514112
0.082	0.0154693168
0.083	0.0155872223
0.084	0.0157051278
0.085	0.0158230334
0.086	0.0159409389
0.087	0.0160588445
0.088	0.0161767500
0.089	0.0162956338
0.090	0.0164145176
0.091	0.0165334015
0.092	0.0166522853
0.093	0.0167711691
0.094	0.0168900529
0.095	0.0170089368
0.096	0.0171278206
0.097	0.0172467044
0.098	0.0173655882
0.099	0.0174844721
0.100	0.0176033559
0.101	0.0177222397
0.102	0.0178411235
0.103	0.0179600074
0.104	0.0180788912
0.105	0.0181977750
0.106	0.0183166588
0.107	0.0184355426
0.108	0.0185544265
0.109	0.0186733103
0.110	0.0187921941
0.111	0.0189110779
0.112	0.0190299618
0.113	0.0191488456
0.114	0.0192677294
0.115	0.0193866132
0.116	0.0195054971
0.117	0.0196243809
0.118	0.0197432647
0.119	0.0198621485
0.120	0.0199810324
0.121	0.0200999162
0.122	0.0202188000
0.123	0.0203376838
0.124	0.0204565676
0.125	0.0205754515
0.126	0.0206943353
0.127	0.0208132191
0.128	0.0209321029
0.129	0.0210509868
0.130	0.0211698706
0.131	0.0212887544
0.132	0.0214076382
0.133	0.0215265221
0.134	0.0216454059
0.135	0.0217642897
0.136	0.0218831735
0.137	0.0220020574
0.138	0.0221209412
0.139	0.0222398250
0.140	0.0223587088
0.141	0.0224775926
0.142	0.0225964765
0.143	0.0227153603
0.144	0.0228342441
0.145	0.0229531279
0.146	0.0230720118
0.147	0.0231908956
0.148	0.0233097794
0.149	0.0234286632
0.150	0.0235475471
0.151	0.0236664309
0.152	0.0237853147
0.153	0.0239041985
0.154	0.0240230824
0.155	0.0241419662
0.156	0.0242608500
0.157	0.0243797338
0.158	0.0244986176
0.159	0.0246175015
0.160	0.0247363853
0.161	0.0248552691
0.162	0.0249741529
0.163	0.0250930368
0.164	0.0252119206
0.165	0.0253308044
0.166	0.0254496882
0.167	0.0255685721
0.168	0.0256874559
0.169	0.0258063397
0.170	0.0259252235
0.171	0.0260441074
0.172	0.0261629912
0.173	0.0262818750
0.174	0.0263994352
0.175	0.0265169955
0.176	0.0266345557
0.177	0.0267521160
0.178	0.0268696762
0.179	0.0269872364
0.180	0.0271047967
0.181	0.0272223569
0.182	0.0273399172
0.183	0.0274574774
0.184	0.0275750377
0.185	0.0276925979
0.186	0.0278101581
0.187	0.0279277184
0.188	0.0280452786
0.189	0.0281628389
0.190	0.0282803991
0.191	0.0283979593
0.192	0.0285155196
0.193	0.0286330798
0.194	0.0287506401
0.195	0.0288682003
0.196	0.0289857605
0.197	0.0291033208
0.198	0.0292208810
0.199	0.0293384413
0.200	0.0294560015
0.201	0.0295735617
0.202	0.0296911220
0.203	0.0298086822
0.204	0.0299262425
0.205	0.0300438027
0.206	0.0301613630
0.207	0.0302789232
0.208	0.0303964834
0.209	0.0305140437
0.210	0.0306316039
0.211	0.0307491642
0.212	0.0308667244
0.213	0.0309842846
0.214	0.0311018449
0.215	0.0312194051
0.216	0.0313369654
0.217	0.0314545256
0.218	0.0315720858
0.219	0.0316896461
0.220	0.0318072063
0.221	0.0319247666
0.222	0.0320423268
0.223	0.0321598870
0.224	0.0322774473
0.225	0.0323950075
0.226	0.0325125678
0.227	0.0326301280
0.228	0.0327476883
0.229	0.0328652485
0.230	0.0329828087
0.231	0.0331003690
0.232	0.0332179292
0.233	0.0333354895
0.234	0.0334530497
0.235	0.0335706099
0.236	0.0336881702
0.237	0.0338057304
0.238	0.0339232907
0.239	0.0340408509
0.240	0.0341584111
0.241	0.0342759714
0.242	0.0343935316
0.243	0.0345110919
0.244	0.0346286521
0.245	0.0347462123
0.246	0.0348637726
0.247	0.0349813328
0.248	0.0350988931
0.249	0.0352164533
0.250	0.0353340136
0.251	0.0354515738
0.252	0.0355691340
0.253	0.0356866943
0.254	0.0358042545
0.255	0.0359218148
0.256	0.0360393750
0.257	0.0361581797
0.258	0.0362769844
0.259	0.0363957891
0.260	0.0365145938
0.261	0.0366333984
0.262	0.0367522031
0.263	0.0368710078
0.264	0.0369898125
0.265	0.0371086172
0.266	0.0372274219
0.267	0.0373462266
0.268	0.0374650313
0.269	0.0375838359
0.270	0.0377026406
0.271	0.0378214453
0.272	0.0379402500
0.273	0.0380590547
0.274	0.0381778594
0.275	0.0382966641
0.276	0.0384154688
0.277	0.0385342734
0.278	0.0386530781
0.279	0.0387718828
0.280	0.0388906875
0.281	0.0390094922
0.282	0.0391282969
0.283	0.0392471016
0.284	0.0393659063
0.285	0.0394847109
0.286	0.0396035156
