C2H2_run, N[0], N[1], C[2], C[3], C[4], C[5], H[6], H[7], H[8], H[9], Xx[10],
Time[fs], 10.0
Densities, 4.703532959136, 4.836119693920, 3.479063898232, 0.000000000000, 3.602085243568, 3.508338112080, 0.348046297336, 0.294271472834, 0.353747082606, 0.217804312322, 0.000000000000,
Density Sum, 21.343009072034
# Grid-integrated electrons (sanity check): 21.343570709229
