C2H2_run, N[0], N[1], C[2], C[3], C[4], C[5], H[6], H[7], H[8], H[9], Xx[10],
Time[fs], 10.0
Densities, 4.751414172939, 4.636179381759, 3.591912414130, 3.748223829573, 3.514834724649, 3.416568361809, 0.461299885607, 0.339808805912, 0.282200051960, 0.273447267432, 0.000000000000,
Density Sum, 25.015888895769
# Grid-integrated electrons (sanity 
