C2H2_run, N[0], N[1], C[2], C[3], C[4], C[5], H[6], H[7], H[8], H[9], Xx[10],
Time[fs], 10.0
Densities, 4.438484542175, 4.244889831497, 3.149387358098, 0.000000000000, 3.209557725287, 3.281189211952, 0.417932063246, 0.410566574642, 0.301431690829, 0.296778600621, 0.000000000000,
Density Sum, 19.750217598347
# Grid-integrated electrons (sanity check): 19.751049041748
