C2H2_run, N[0], N[1], C[2], C[3], C[4], C[5], H[6], H[7], H[8], H[9], Xx[10],
Time[fs], 10.0
Densities, 4.431849149119, 4.111729584809, 3.606347109664, 3.123763839754, 3.245152252685, 3.133106908666, 0.295972207942, 0.311018959702, 0.188433171317, 0.210109300008, 0.000000000000,
Density Sum, 22.657482483666
# Grid-integrated electrons (sanity check): 22.657951354980
