r49, C4H4[0][1][4][2][3][5][6][7], H[8], H[9], H[10], H[11], 
X Velocity[A/fs], -0.00446032, -0.17632, -0.159983, 0.222461, 0.0217615, 0.275577,
Y Velocity[A/fs],-0.00958866, 0.0815475, 0.205012, 0.209161, 0.0392042, -0.0777063,
Z Velocity[A/fs],-0.00515583, 0.107845, -0.149333, 0.233106, 0.0587517, -0.18478,
Speed[A/fs],0.0117652, 0.222192, 0.299875, 0.384156, 0.0739073, 0.34077,

r71, C4H5[0][1][4][3][5][2][6][10][7], H[8], H[9], H[11],
Densities, 18.63035055165602, 0.08688598548092008, 0.4385768369293336, 0.2054264561139477,
Time[fs], 120.000000, 68.000000, 112.500000, 54.500000,
Density Sum, 19.36123983018022
X Velocity[A/fs], -0.00776061, -0.275281, 0.0217611, 0.357042,
Y Velocity[A/fs],0.0056304, 0.204965, -0.0396114, -0.143377,
Z Velocity[A/fs],-0.00718345, -0.198951, 0.246374, -0.19505,
Speed[A/fs],0.0119804, 0.396701, 0.250485, 0.431371,

r6, C4H4[0][1][2][3][4][5][6][7], H[8], H[9], H[10], H[11],
Densities, 18.10890910228965, 0.3467759972441369, 0.4385522965190674, 0.1811743115782028, 0.350130411742219,
Time[fs], 107.500000, 67.000000, 55.500000, 72.500000, 78.000000,
Density Sum, 19.42554211937328
X Velocity[A/fs], -0.0100911, -0.202252, 0.300717, -0.224541, 0.16123,
Y Velocity[A/fs],-4.5953e-07, 0.245265, 0.20586, -0.216795, -0.121875,
Z Velocity[A/fs],-0.00203407, -0.00828386, 0.114194, 0.158976, -0.208484,
Speed[A/fs],0.010294, 0.318008, 0.381903, 0.350275, 0.290369,

r27, C4H7[0][1][4][8][3][5][9][2][6][7][11], H[10],
Densities, 19.62643583506745, 0.04911596248432419,
Time[fs], 120.000000, 116.500000,
Density Sum, 19.67555179755178
X Velocity[A/fs], -0.00836534, 0.0584234,
Y Velocity[A/fs],-0.000951937, -0.260129,
Z Velocity[A/fs],-0.00193731, 0.259206,
Speed[A/fs],0.00863934, 0.371844,

r5, C2H[0][1][4], C2H3[2][3][6][7][11], H[5], H[8], H[9], H[10],
Densities, 8.143237411292436, 9.918221206415634, 0.5839180489583746, 0.2009745354803576, 0.1656737388969971, 0.3382048533322037,
Time[fs], 115.500000, 115.500000, 115.500000, 59.000000, 65.500000, 76.000000,
Density Sum, 19.35022979437601
X Velocity[A/fs], 0.013367, -0.00411815, 0.0784046, -0.23643, 0.278315, -0.241403,
Y Velocity[A/fs],0.0280769, -0.0128637, -0.034368, 0.285404, 0.214158, -0.168018,
Z Velocity[A/fs],0.00435985, -0.0188742, 0.0974648, -0.175572, 0.167382, 0.106514,
Speed[A/fs],0.0314006, 0.0232093, 0.129722, 0.410098, 0.389024, 0.312811,

r39, C4H5[0][1][2][4][3][5][6][10][7], H[8], H[9], H[11],
Densities, 18.63981197516719, 0.2601785364485471, 0.2944884584180268, 0.07912417538680201,
Time[fs], 117.500000, 66.000000, 86.500000, 63.000000,
Density Sum, 19.27360314542057
X Velocity[A/fs], 0.00345172, -0.15514, 0.184823, 0.282986,
Y Velocity[A/fs],-0.0192616, 0.276999, 0.122887, -0.227849,
Z Velocity[A/fs],0.00609428, -0.145352, 0.19455, -0.195801,
Speed[A/fs],0.0204955, 0.349177, 0.295144, 0.412716,

r91, C4H5[0][1][2][4][5][9][3][6][11], H[7], H[8], H[10],
Densities, 18.71777598243578, 0.1383506619965192, 0.05095554919764608, 0.4752974015501716,
Time[fs], 106.000000, 81.500000, 59.000000, 93.000000,
Density Sum, 19.38237959518011
X Velocity[A/fs], 0.0050346, 0.217601, -0.333361, -0.0382884,
Y Velocity[A/fs],-0.00520964, -0.0111485, 0.06961, -0.200394,
Z Velocity[A/fs],-0.00654464, 0.249308, -0.254483, 0.123128,
Speed[A/fs],0.00976319, 0.331103, 0.425132, 0.238295,

r98, C4H5[0][1][2][3][4][5][9][6][7], H[8], H[10], H[11],
Densities, 18.37236095497636, 0.4058618639295479, 0.3328613890125549, 0.3636161100520702,
Time[fs], 108.000000, 81.000000, 62.500000, 69.000000,
Density Sum, 19.47470031797054
X Velocity[A/fs], -0.00299198, -0.18884, -0.266867, 0.140737,
Y Velocity[A/fs],0.00493105, 0.151153, -0.193608, -0.257222,
Z Velocity[A/fs],0.00589302, -0.209856, 0.226618, -0.189787,
Speed[A/fs],0.0082459, 0.32023, 0.400072, 0.34927,

r35, C4H5[0][1][2][3][4][8][5][6][7], H[9], H[10], H[11],
Densities, 18.67923251286215, 0.28942856968278, 0.2841916659825652, 0.268710455894475,
Time[fs], 120.000000, 68.500000, 63.000000, 67.500000,
Density Sum, 19.52156320442197
X Velocity[A/fs], 0.00853475, 0.153628, -0.208053, 0.279381,
Y Velocity[A/fs],0.0048861, 0.252961, -0.253428, -0.150587,
Z Velocity[A/fs],0.0004287, 0.18458, 0.159389, -0.152106,
Speed[A/fs],0.00984377, 0.348799, 0.364577, 0.351946,

r14, C4H4[0][1][2][3][4][5][6][7], H[8], H[9], H[10], H[11],
Densities, 17.88407459962962, 0.4401416585142753, 0.6688822777973118, 0.3707469711175269, 0.09514272261297181,
Time[fs], 104.500000, 61.500000, 83.000000, 78.000000, 60.500000,
Density Sum, 19.45898822967171
X Velocity[A/fs], 0.00219655, -0.269754, 0.10844, -0.179242, 0.277606,
Y Velocity[A/fs],0.0051264, 0.160505, 0.196577, -0.142939, -0.258778,
Z Velocity[A/fs],-0.00798491, -0.188154, -0.0289015, 0.2007, -0.128877,
Speed[A/fs],0.00973979, 0.365966, 0.226356, 0.304696, 0.400799,

r29, C2H4[0][2][4][8][6][10], C2H3[1][3][5][7][11], H[9],
Densities, 10.13694696728452, 9.450300045946442, 0.1263451896769853,
Time[fs], 120.000000, 120.000000, 120.000000,
Density Sum, 19.71359220290795
X Velocity[A/fs], -0.0398886, 0.0278727, 0.0327439,
Y Velocity[A/fs],0.0169697, -0.00122649, 0.138821,
Z Velocity[A/fs],-0.00749656, 0.00515723, 0.246797,
Speed[A/fs],0.0439917, 0.0283723, 0.285048,

r88, C2H2[0][2][4][6], C2H2[1][3][5][7], H[8], H[9], H[10], H[11],
Densities, 9.017697713562871, 8.745268668543957, 0.5365331867780616, 0.2184199719014956, 0.3301821635900719, 0.4237312320452801,
Time[fs], 120.000000, 120.000000, 57.000000, 62.000000, 77.000000, 60.500000,
Density Sum, 19.27183293642174
X Velocity[A/fs], -0.0064785, 0.00548911, -0.30949, 0.196348, -0.200191, 0.304551,
Y Velocity[A/fs],-0.0058442, -0.0112269, 0.195116, 0.307317, -0.246164, -0.195251,
Z Velocity[A/fs],-0.0082781, 0.0184111, -0.0969698, 0.0827604, 0.0566415, -0.122255,
Speed[A/fs],0.0120272, 0.0222517, 0.378494, 0.37396, 0.322306, 0.381865,

r72, C4H5[0][1][2][3][4][5][6][7][11], H[8], H[9], H[10],
Densities, 18.68645066529704, 0.3849199418589321, 0.0925152695772171, 0.208574191762171,
Time[fs], 120.000000, 120.000000, 61.000000, 56.000000,
Density Sum, 19.37246006849536
X Velocity[A/fs], 0.00168989, -0.0665221, 0.32243, -0.335279,
Y Velocity[A/fs],-0.0080781, 0.0195249, 0.206906, -0.212113,
Z Velocity[A/fs],-0.00560173, -0.166801, 0.137944, 0.149294,
Speed[A/fs],0.0099745, 0.180635, 0.407185, 0.423902,

r97, C4H4[0][2][3][4][1][5][9][6], H[7], H[8], H[10], H[11],
Densities, 17.78294330539305, 0.639727146786801, 0.5816079576851695, 0.2985303851671042, 0.07380650321836378,
Time[fs], 120.000000, 96.500000, 57.000000, 60.500000, 56.000000,
Density Sum, 19.37661529825049
X Velocity[A/fs], 0.00321265, 0.127931, -0.289588, -0.199552, 0.37454,
Y Velocity[A/fs],-0.00298367, -0.0114072, 0.100815, -0.262824, -0.181368,
Z Velocity[A/fs],-0.00733933, 0.218451, -0.181118, 0.196015, -0.121431,
Speed[A/fs],0.00854922, 0.253411, 0.35613, 0.383822, 0.433497,

r64, C4H6[0][1][2][3][4][5][6][10][7][11], H[8], H[9],
Densities, 18.94402156070899, 0.1703825910295684, 0.4309152980954996,
Time[fs], 120.000000, 61.500000, 62.500000,
Density Sum, 19.54531944983406
X Velocity[A/fs], -0.00478297, -0.252708, 0.267343,
Y Velocity[A/fs],-0.011709, 0.259846, 0.224413,
Z Velocity[A/fs],-0.00102034, -0.225143, 0.158192,
Speed[A/fs],0.0126893, 0.426698, 0.38322,

r93, C4H4[0][1][2][3][4][5][6][7], H[8], H[9], H[10], H[11],
Densities, 18.08971229678972, 0.4704336117427445, 0.2141734941248165, 0.1106364024602927, 0.5277575937326792,
Time[fs], 111.500000, 85.500000, 64.000000, 63.000000, 109.000000,
Density Sum, 19.41271339885025
X Velocity[A/fs], 0.00735291, -0.0817939, 0.270221, -0.263436, 0.13879,
Y Velocity[A/fs],0.00559104, 0.10024, 0.219572, -0.2374, -0.113326,
Z Velocity[A/fs],-0.00340408, -0.229639, 0.181265, 0.197224, -0.165954,
Speed[A/fs],0.00984443, 0.263576, 0.392541, 0.405777, 0.244225,

r2, C4H4[0][1][2][3][4][6][7][11], H[5], H[8], H[9], H[10],
Densities, 17.80681430261424, 0.7736488572581321, 0.4396141858511026, 0.3026009561313288, 0.1833119122877255,
Time[fs], 109.000000, 109.000000, 80.000000, 73.500000, 54.000000,
Density Sum, 19.50599021414252
X Velocity[A/fs], -0.00525865, -0.00784867, -0.154292, 0.226518, -0.345847,
Y Velocity[A/fs],-0.00394464, -0.0492184, 0.129353, 0.20728, -0.18746,
Z Velocity[A/fs],-0.00119944, 0.056586, -0.21464, 0.126494, 0.162137,
Speed[A/fs],0.00668223, 0.0754058, 0.294294, 0.332079, 0.425488,

r41, C4H4[0][1][2][3][4][5][6][7], H[8], H[9], H[10], H[11],
Densities, 17.86865626742945, 0.3910838574030378, 0.3315826259048639, 0.2606374470011446, 0.4599235114528126,
Time[fs], 95.500000, 70.500000, 65.000000, 69.000000, 58.500000,
Density Sum, 19.31188370919131
X Velocity[A/fs], 0.0103191, -0.158238, 0.23131, -0.195846, 0.284582,
Y Velocity[A/fs],-0.00125956, 0.205236, 0.193372, -0.25117, -0.131061,
Z Velocity[A/fs],0.00781842, -0.17234, 0.226673, 0.0947675, -0.176904,
Speed[A/fs],0.0130076, 0.311227, 0.377197, 0.332299, 0.359804,

r19, C4H4[0][1][2][3][4][5][6][7], H[8], H[9], H[10], H[11],
Densities, 18.01310219124727, 0.2692219097640358, 0.2459615902613246, 0.4282547263865698, 0.3553179114919304,
Time[fs], 105.000000, 63.000000, 63.000000, 73.500000, 55.000000,
Density Sum, 19.31185832915112
X Velocity[A/fs], -0.00118397, -0.280051, 0.156312, -0.102873, 0.315006,
Y Velocity[A/fs],0.0131616, 0.134087, 0.251277, -0.234717, -0.146349,
Z Velocity[A/fs],-0.00281393, -0.197703, 0.199011, 0.0980601, -0.174072,
Speed[A/fs],0.0135111, 0.368095, 0.356622, 0.274391, 0.38852,

r87, C4H4[0][1][2][4][5][9][3][6], H[7], H[8], H[10], H[11],
Densities, 17.64482518812193, 0.4908365665029256, 0.3243592934221029, 0.3969102597229057, 0.4222519471084062,
Time[fs], 120.000000, 120.000000, 62.500000, 56.000000, 56.500000,
Density Sum, 19.27918325487827
X Velocity[A/fs], -0.000794646, 0.0316003, -0.32777, -0.195172, 0.300451,
Y Velocity[A/fs],0.00738557, 0.0075464, 0.146907, -0.290835, -0.147861,
Z Velocity[A/fs],0.00843076, 0.057629, -0.110536, 0.196414, -0.213313,
Speed[A/fs],0.0112364, 0.0661561, 0.37581, 0.401566, 0.397034,

r8, C4H6[0][1][4][3][5][9][2][6][10][7], H[8], H[11],
Densities, 19.26051304430142, 0.09412869503067424, 0.0963759234907868,
Time[fs], 98.500000, 63.500000, 69.000000,
Density Sum, 19.45101766282288
X Velocity[A/fs], -0.00277442, -0.294181, 0.263596,
Y Velocity[A/fs],-0.0125297, 0.121163, -0.145841,
Z Velocity[A/fs],0.00152247, -0.186367, -0.223092,
Speed[A/fs],0.0129232, 0.368722, 0.374863,

r17, C4H6[0][1][2][4][8][3][5][6][10][7], H[9], H[11],
Densities, 19.23981566268918, 0.3007860719490305, 0.1235123984578975,
Time[fs], 120.000000, 120.000000, 93.500000,
Density Sum, 19.66411413309611
X Velocity[A/fs], 0.000402676, 0.0842824, 0.284684,
Y Velocity[A/fs],-0.00925135, -0.0673244, -0.183012,
Z Velocity[A/fs],-0.00326274, 0.244069, -0.231675,
Speed[A/fs],0.0098181, 0.266844, 0.410136,

r100, C4H4[0][1][2][3][4][5][6][7], H[8], H[9], H[10], H[11],
Densities, 18.11610436416641, 0.1408899331516794, 0.3607832141865914, 0.4091580722383863, 0.3836778475803717,
Time[fs], 83.000000, 60.000000, 67.500000, 83.000000, 74.000000,
Density Sum, 19.41061343132344
X Velocity[A/fs], -0.0223776, -0.271746, 0.127252, -0.109365, 0.216496,
Y Velocity[A/fs],0.0009735, 0.124828, 0.222879, -0.165096, -0.164852,
Z Velocity[A/fs],0.00321933, -0.258243, 0.157628, 0.140518, -0.104593,
Speed[A/fs],0.0226289, 0.395117, 0.301189, 0.242823, 0.291524,

r31, C4H5[0][1][2][4][3][5][9][10][7], H[6], H[8], H[11],
Densities, 18.50116529474537, 0.503021496485162, 0.1448656371837812, 0.1009234865343783,
Time[fs], 120.000000, 115.500000, 106.000000, 56.500000,
Density Sum, 19.24997591494868
X Velocity[A/fs], -0.00446798, 0.0164527, -0.283698, 0.37843,
Y Velocity[A/fs],0.0109142, -0.197533, 0.131287, -0.1069,
Z Velocity[A/fs],0.000660307, -0.111913, -0.125339, -0.21049,
Speed[A/fs],0.0118118, 0.227628, 0.336795, 0.44603,

r84, C4H5[0][1][2][3][4][5][9][6][7], H[8], H[10], H[11],
Densities, 18.77379650857297, 0.1235704145880867, 0.4084151241285183, 0.1386026389831214,
Time[fs], 117.500000, 59.500000, 78.500000, 62.500000,
Density Sum, 19.4443846862727
X Velocity[A/fs], -0.0090038, -0.294792, -0.180201, 0.278189,
Y Velocity[A/fs],0.00589992, 0.222706, -0.121698, -0.225964,
Z Velocity[A/fs],-0.00551616, -0.194528, 0.204578, -0.175608,
Speed[A/fs],0.0120957, 0.417542, 0.298555, 0.399108,

r68, C4H4[0][1][2][4][3][5][6][7], H[8], H[9], H[10], H[11],
Densities, 17.76233921321934, 0.2992530611694859, 0.3983789351481319, 0.8304609098782292, 0.1089293962081425,
Time[fs], 104.000000, 66.000000, 70.500000, 104.000000, 61.000000,
Density Sum, 19.39936151562333
X Velocity[A/fs], -0.0022976, -0.179779, 0.211769, 0.036878, 0.272816,
Y Velocity[A/fs],-0.00546637, 0.250087, 0.15756, -0.0807727, -0.226968,
Z Velocity[A/fs],0.00400652, -0.143989, 0.207873, -0.0714176, -0.210282,
Speed[A/fs],0.00715628, 0.339996, 0.33598, 0.11395, 0.412507,

r56, C4H3[0][1][2][3][5][6][7], H[4], H[8], H[9], H[10], H[11],
Densities, 17.04418923382645, 0.3444594103431637, 0.5561729537527567, 0.2559180464561714, 0.2909414111052091, 0.5780987662793402,
Time[fs], 120.000000, 70.000000, 57.500000, 52.500000, 60.000000, 57.000000,
Density Sum, 19.06977982176309
X Velocity[A/fs], -0.00101945, -0.246743, -0.26834, 0.158275, -0.256791, 0.310966,
Y Velocity[A/fs],0.00514511, 0.164902, 0.134474, 0.328239, -0.289204, -0.165561,
Z Velocity[A/fs],-0.00386712, 0.117627, -0.232988, 0.188411, 0.0880276, -0.0441482,
Speed[A/fs],0.0065166, 0.319235, 0.379964, 0.410232, 0.396648, 0.355048,

r65, C4H5[0][1][2][4][5][3][6][7][11], H[8], H[9], H[10],
Densities, 18.4962798243209, 0.3411441909714882, 0.2315911587795011, 0.2476971934342291,
Time[fs], 120.000000, 60.500000, 61.000000, 63.500000,
Density Sum, 19.31671236750612
X Velocity[A/fs], 0.00993417, -0.289884, 0.249612, -0.221845,
Y Velocity[A/fs],-0.000243402, 0.179302, 0.271589, -0.249216,
Z Velocity[A/fs],0.00335971, -0.152746, 0.121911, 0.194518,
Speed[A/fs],0.0104897, 0.373515, 0.388496, 0.386214,

r81, C4H3[0][1][2][3][5][6][7], H[4], H[8], H[9], H[10], H[11],
Densities, 17.26133503025574, 0.668150937079996, 0.3241016242710626, 0.1583114221613233, 0.4855234152609776, 0.2617931572699513,
Time[fs], 120.000000, 87.000000, 59.000000, 57.000000, 69.000000, 57.500000,
Density Sum, 19.15921558629905
X Velocity[A/fs], -0.0088684, -0.164133, -0.296737, 0.188749, -0.151609, 0.33106,
Y Velocity[A/fs],0.00976902, 0.0829755, 0.152181, 0.283779, -0.255552, -0.157891,
Z Velocity[A/fs],0.0047153, 0.122541, -0.188071, 0.214851, 0.00106231, -0.116695,
Speed[A/fs],0.0140113, 0.220999, 0.382861, 0.402887, 0.297142, 0.3849,

r4, C4H5[0][1][2][3][4][5][6][10][7], H[8], H[9], H[11],
Densities, 18.58070538360877, 0.3795554847296658, 0.1368777077657543, 0.3463252550060952,
Time[fs], 120.000000, 87.000000, 65.500000, 79.000000,
Density Sum, 19.44346383111029
X Velocity[A/fs], -0.00132621, -0.220754, 0.255463, 0.225317,
Y Velocity[A/fs],-0.0230849, 0.142418, 0.274665, -0.202305,
Z Velocity[A/fs],-0.004809, -0.133733, 0.135802, -0.144419,
Speed[A/fs],0.0236177, 0.294787, 0.398929, 0.335488,

r86, C4H4[0][1][2][3][4][5][6][7], H[8], H[9], H[10], H[11],
Densities, 18.1770193704808, 0.3611323256490699, 0.4374622952894645, 0.3563270154583309, 0.2391526230317186,
Time[fs], 100.000000, 86.500000, 88.500000, 75.500000, 68.500000,
Density Sum, 19.57109362990938
X Velocity[A/fs], -0.0106427, -0.141559, 0.129023, -0.214843, 0.223396,
Y Velocity[A/fs],0.00851341, 0.163494, 0.160731, -0.153235, -0.211521,
Z Velocity[A/fs],-0.000916503, -0.175694, 0.152982, 0.166852, -0.195543,
Speed[A/fs],0.0136596, 0.278635, 0.256681, 0.312215, 0.364532,

r1, C4H5[0][1][2][3][4][5][9][6][7], H[8], H[10], H[11],
Densities, 18.56480794401195, 0.1257750866470578, 0.4407627180007372, 0.2276424617692628,
Time[fs], 100.000000, 50.000000, 83.500000, 58.500000,
Density Sum, 19.358988210429
X Velocity[A/fs], 0.00183163, -0.376923, -0.0882723, 0.311085,
Y Velocity[A/fs],-0.00645438, 0.0868304, -0.171979, -0.118886,
Z Velocity[A/fs],-0.00670476, -0.184949, 0.1974, -0.203826,
Speed[A/fs],0.00948513, 0.428739, 0.276289, 0.390452,

r69, C4H5[0][1][2][3][8][5][6][7][11], H[4], H[9], H[10],
Densities, 18.54150452884558, 0.4919656156382576, 0.178550765308541, 0.1695870025578952,
Time[fs], 120.000000, 107.000000, 70.500000, 60.000000,
Density Sum, 19.38160791235028
X Velocity[A/fs], 0.000617885, -0.128065, 0.254051, -0.311871,
Y Velocity[A/fs],0.0061312, 0.143834, 0.163195, -0.178676,
Z Velocity[A/fs],-0.00588224, 0.159821, 0.243133, 0.240863,
Speed[A/fs],0.00851905, 0.250263, 0.38767, 0.43267,

r37, C4H6[0][1][2][8][3][5][9][6][10][7], H[4], H[11],
Densities, 19.22687290818136, 0.03239435203796397, 0.2216324558009077,
Time[fs], 120.000000, 68.500000, 94.000000,
Density Sum, 19.48089971602024
X Velocity[A/fs], -0.00829574, -0.327858, 0.303755,
Y Velocity[A/fs],-0.0049857, 0.192444, -0.0852522,
Z Velocity[A/fs],0.00319692, 0.153872, -0.124833,
Speed[A/fs],0.010193, 0.410124, 0.339291,

r76, C4H4[0][1][2][3][4][5][6][7], H[8], H[9], H[10], H[11],
Densities, 18.18689025190018, 0.3319676286862749, 0.4292648583397606, 0.1850033778292714, 0.1988723190622325,
Time[fs], 120.000000, 67.500000, 97.500000, 59.500000, 57.000000,
Density Sum, 19.33199843581772
