x0z0,Abstraction,5.435034302751446,H[4][+0.552979931251466]
x0z1,Abstraction,6.278485224841222,H[4][+0.5361582690546656]
x0z2,Abstraction,17.764147050126464,H[4][+0.4117717337284278]
x0z3,Abstraction,6.71893543733879,H[4][+0.5324495102208364]
x0z4,Abstraction,5.601956161118061,H[4][+0.5522505653083133]
x1z0,Abstraction,2.708765224439976,H[4][+0.40659751584134785]
x1z1,Abstraction,4.853794571137676,H[4][+0.6558116017509286]
x1z2,Abstraction,7.627817645227016,H[4][+0.46561451598031034]
x1z3,Abstraction,5.55533341372783,H[4][+0.37262365806498376]
x1z4,Abstraction,2.7834110433293637,H[4][+0.6421750635592314]
x2z0,Abstraction,2.56056760529794,H[4][+0.5557703481508305]
x2z1,Abstraction,4.698629253248016,H[4][+0.4818247187452793]
x2z2,Abstraction,11.220031565901596,"C2H[0][1][2][+0.24550372888135996], H[3][+0.4324446757009828], H[4][+0.4939185224873647]"
x2z3,Abstraction,3.718581630553809,H[4][+0.5062128582714055]
x2z4,Abstraction,2.18284143807194,H[4][+0.501210633922681]
x3z0,Abstraction,1.2775158400964959,H[4][+0.5730675448529863]
x3z1,Abstraction,11.133175920967455,"C2H[0][1][2][+0.25926833488818346], H[3][+0.35844827881074026], H[4][+0.45150911492383927]"
x3z2,Abstraction,22.80476561225888,"C2H[0][1][2][+0.2832990307112322], H[3][+0.3964907412380613], H[4][+0.3923202651112686]"
x3z3,Abstraction,4.9764811132636915,H[4][+0.499870450390966]
x3z4,Abstraction,0.9945778341558953,H[4][+0.6177915341733093]
