C2H2_run, N[0], N[1], C[2], C[3], C[4], C[5], H[6], H[7], H[8], H[9], Xx[10],
Time[fs], 10.0
Densities, 4.601363060866, 4.601363060866, 3.603299710559, 3.603299710559, 3.635263764170, 3.635263764170, 0.335237486915, 0.335237486915, 0.356331821195, 0.356331821195, 0.000000000000,
Density Sum, 25.062991687410
# Grid-integrated electrons (sanity check): 25.063791275024
